80 3160
1 2 46
1 3 53
1 4 15
1 5 11
1 6 26
1 7 4
1 8 64
1 9 77
1 10 58
1 11 5
1 12 5
1 13 79
1 14 45
1 15 21
1 16 16
1 17 56
1 18 22
1 19 78
1 20 49
1 21 29
1 22 16
1 23 17
1 24 28
1 25 13
1 26 32
1 27 21
1 28 66
1 29 5
1 30 31
1 31 5
1 32 26
1 33 20
1 34 72
1 35 33
1 36 23
1 37 44
1 38 22
1 39 18
1 40 43
1 41 15
1 42 33
1 43 25
1 44 29
1 45 14
1 46 49
1 47 0
1 48 66
1 49 34
1 50 20
1 51 55
1 52 52
1 53 21
1 54 42
1 55 60
1 56 49
1 57 74
1 58 65
1 59 50
1 60 48
1 61 33
1 62 36
1 63 19
1 64 25
1 65 38
1 66 15
1 67 9
1 68 63
1 69 35
1 70 69
1 71 2
1 72 15
1 73 42
1 74 38
1 75 10
1 76 79
1 77 10
1 78 45
1 79 45
1 80 68
2 3 58
2 4 0
2 5 70
2 6 48
2 7 7
2 8 69
2 9 52
2 10 14
2 11 60
2 12 46
2 13 54
2 14 3
2 15 25
2 16 14
2 17 19
2 18 20
2 19 8
2 20 77
2 21 68
2 22 70
2 23 30
2 24 22
2 25 33
2 26 50
2 27 46
2 28 75
2 29 50
2 30 4
2 31 78
2 32 46
2 33 18
2 34 4
2 35 42
2 36 38
2 37 12
2 38 28
2 39 17
2 40 77
2 41 52
2 42 11
2 43 26
2 44 15
2 45 19
2 46 69
2 47 49
2 48 38
2 49 24
2 50 49
2 51 21
2 52 4
2 53 22
2 54 51
2 55 37
2 56 58
2 57 38
2 58 65
2 59 55
2 60 32
2 61 51
2 62 44
2 63 55
2 64 8
2 65 20
2 66 11
2 67 42
2 68 19
2 69 78
2 70 78
2 71 12
2 72 8
2 73 65
2 74 8
2 75 17
2 76 30
2 77 21
2 78 64
2 79 26
2 80 77
3 4 59
3 5 36
3 6 74
3 7 41
3 8 78
3 9 60
3 10 42
3 11 55
3 12 64
3 13 57
3 14 47
3 15 50
3 16 57
3 17 23
3 18 71
3 19 29
3 20 25
3 21 59
3 22 43
3 23 31
3 24 19
3 25 44
3 26 68
3 27 33
3 28 10
3 29 46
3 30 56
3 31 24
3 32 11
3 33 5
3 34 30
3 35 63
3 36 56
3 37 11
3 38 4
3 39 8
3 40 10
3 41 78
3 42 63
3 43 71
3 44 49
3 45 27
3 46 26
3 47 4
3 48 73
3 49 29
3 50 0
3 51 39
3 52 50
3 53 41
3 54 34
3 55 45
3 56 11
3 57 34
3 58 61
3 59 13
3 60 60
3 61 35
3 62 3
3 63 45
3 64 31
3 65 41
3 66 77
3 67 71
3 68 73
3 69 20
3 70 19
3 71 57
3 72 68
3 73 13
3 74 20
3 75 4
3 76 55
3 77 39
3 78 46
3 79 31
3 80 48
4 5 68
4 6 69
4 7 53
4 8 14
4 9 47
4 10 6
4 11 17
4 12 44
4 13 42
4 14 69
4 15 9
4 16 48
4 17 31
4 18 45
4 19 19
4 20 59
4 21 41
4 22 37
4 23 73
4 24 12
4 25 9
4 26 54
4 27 28
4 28 50
4 29 69
4 30 46
4 31 40
4 32 58
4 33 23
4 34 27
4 35 67
4 36 2
4 37 71
4 38 10
4 39 58
4 40 33
4 41 14
4 42 31
4 43 12
4 44 33
4 45 75
4 46 11
4 47 64
4 48 11
4 49 57
4 50 60
4 51 69
4 52 51
4 53 48
4 54 76
4 55 57
4 56 60
4 57 34
4 58 44
4 59 16
4 60 40
4 61 46
4 62 29
4 63 78
4 64 50
4 65 55
4 66 57
4 67 52
4 68 13
4 69 30
4 70 0
4 71 27
4 72 16
4 73 50
4 74 56
4 75 73
4 76 75
4 77 1
4 78 59
4 79 49
4 80 9
5 6 36
5 7 17
5 8 48
5 9 57
5 10 34
5 11 12
5 12 31
5 13 45
5 14 10
5 15 1
5 16 1
5 17 0
5 18 23
5 19 69
5 20 47
5 21 35
5 22 13
5 23 21
5 24 68
5 25 13
5 26 19
5 27 66
5 28 19
5 29 52
5 30 28
5 31 56
5 32 70
5 33 18
5 34 56
5 35 51
5 36 56
5 37 41
5 38 12
5 39 34
5 40 56
5 41 62
5 42 73
5 43 10
5 44 47
5 45 70
5 46 66
5 47 15
5 48 3
5 49 5
5 50 2
5 51 18
5 52 15
5 53 33
5 54 64
5 55 46
5 56 79
5 57 25
5 58 16
5 59 3
5 60 12
5 61 27
5 62 70
5 63 75
5 64 77
5 65 26
5 66 8
5 67 35
5 68 24
5 69 36
5 70 60
5 71 54
5 72 0
5 73 43
5 74 19
5 75 10
5 76 74
5 77 3
5 78 12
5 79 48
5 80 24
6 7 50
6 8 36
6 9 31
6 10 23
6 11 68
6 12 22
6 13 63
6 14 13
6 15 31
6 16 33
6 17 53
6 18 33
6 19 21
6 20 5
6 21 48
6 22 79
6 23 54
6 24 60
6 25 31
6 26 66
6 27 31
6 28 78
6 29 63
6 30 61
6 31 36
6 32 66
6 33 56
6 34 21
6 35 41
6 36 20
6 37 14
6 38 35
6 39 13
6 40 38
6 41 72
6 42 13
6 43 70
6 44 9
6 45 30
6 46 30
6 47 73
6 48 44
6 49 51
6 50 28
6 51 0
6 52 19
6 53 34
6 54 12
6 55 58
6 56 45
6 57 35
6 58 37
6 59 55
6 60 12
6 61 3
6 62 56
6 63 6
6 64 24
6 65 48
6 66 37
6 67 13
6 68 73
6 69 59
6 70 9
6 71 55
6 72 38
6 73 6
6 74 12
6 75 37
6 76 35
6 77 56
6 78 45
6 79 20
6 80 16
7 8 27
7 9 35
7 10 25
7 11 3
7 12 0
7 13 11
7 14 12
7 15 60
7 16 16
7 17 0
7 18 57
7 19 42
7 20 66
7 21 28
7 22 12
7 23 62
7 24 18
7 25 33
7 26 3
7 27 69
7 28 17
7 29 60
7 30 75
7 31 68
7 32 27
7 33 74
7 34 67
7 35 18
7 36 18
7 37 19
7 38 42
7 39 29
7 40 74
7 41 57
7 42 27
7 43 20
7 44 79
7 45 4
7 46 11
7 47 75
7 48 78
7 49 25
7 50 52
7 51 18
7 52 32
7 53 63
7 54 67
7 55 24
7 56 23
7 57 74
7 58 76
7 59 7
7 60 4
7 61 14
7 62 28
7 63 21
7 64 39
7 65 33
7 66 31
7 67 20
7 68 29
7 69 32
7 70 57
7 71 31
7 72 14
7 73 46
7 74 8
7 75 50
7 76 58
7 77 29
7 78 76
7 79 77
7 80 9
8 9 50
8 10 74
8 11 79
8 12 42
8 13 64
8 14 6
8 15 77
8 16 54
8 17 48
8 18 38
8 19 15
8 20 22
8 21 46
8 22 50
8 23 7
8 24 6
8 25 18
8 26 58
8 27 9
8 28 67
8 29 42
8 30 71
8 31 54
8 32 20
8 33 7
8 34 34
8 35 65
8 36 17
8 37 13
8 38 63
8 39 30
8 40 68
8 41 23
8 42 38
8 43 63
8 44 52
8 45 21
8 46 14
8 47 34
8 48 49
8 49 14
8 50 36
8 51 28
8 52 5
8 53 8
8 54 9
8 55 12
8 56 27
8 57 24
8 58 44
8 59 56
8 60 36
8 61 76
8 62 26
8 63 70
8 64 17
8 65 46
8 66 78
8 67 0
8 68 13
8 69 53
8 70 71
8 71 26
8 72 74
8 73 61
8 74 70
8 75 50
8 76 9
8 77 12
8 78 60
8 79 79
8 80 54
9 10 32
9 11 51
9 12 18
9 13 70
9 14 23
9 15 51
9 16 21
9 17 27
9 18 5
9 19 69
9 20 43
9 21 1
9 22 7
9 23 4
9 24 52
9 25 66
9 26 33
9 27 79
9 28 23
9 29 50
9 30 77
9 31 39
9 32 63
9 33 71
9 34 48
9 35 20
9 36 61
9 37 1
9 38 52
9 39 39
9 40 50
9 41 37
9 42 57
9 43 16
9 44 45
9 45 13
9 46 1
9 47 37
9 48 27
9 49 58
9 50 40
9 51 7
9 52 60
9 53 76
9 54 51
9 55 26
9 56 39
9 57 61
9 58 27
9 59 63
9 60 38
9 61 35
9 62 1
9 63 0
9 64 61
9 65 46
9 66 40
9 67 37
9 68 4
9 69 3
9 70 28
9 71 20
9 72 62
9 73 37
9 74 42
9 75 72
9 76 24
9 77 65
9 78 8
9 79 65
9 80 54
10 11 79
10 12 71
10 13 33
10 14 40
10 15 34
10 16 44
10 17 60
10 18 79
10 19 22
10 20 19
10 21 49
10 22 38
10 23 38
10 24 42
10 25 32
10 26 19
10 27 70
10 28 37
10 29 68
10 30 20
10 31 3
10 32 29
10 33 15
10 34 40
10 35 50
10 36 70
10 37 34
10 38 40
10 39 19
10 40 0
10 41 28
10 42 69
10 43 1
10 44 68
10 45 17
10 46 75
10 47 4
10 48 37
10 49 25
10 50 53
10 51 27
10 52 66
10 53 33
10 54 15
10 55 0
10 56 68
10 57 24
10 58 36
10 59 53
10 60 12
10 61 29
10 62 74
10 63 34
10 64 37
10 65 57
10 66 36
10 67 9
10 68 75
10 69 17
10 70 38
10 71 13
10 72 13
10 73 77
10 74 64
10 75 57
10 76 54
10 77 6
10 78 56
10 79 67
10 80 59
11 12 25
11 13 57
11 14 15
11 15 33
11 16 6
11 17 5
11 18 10
11 19 59
11 20 57
11 21 39
11 22 21
11 23 45
11 24 70
11 25 54
11 26 34
11 27 55
11 28 19
11 29 67
11 30 41
11 31 21
11 32 7
11 33 50
11 34 7
11 35 44
11 36 52
11 37 60
11 38 7
11 39 60
11 40 28
11 41 7
11 42 78
11 43 49
11 44 31
11 45 45
11 46 20
11 47 51
11 48 47
11 49 17
11 50 15
11 51 62
11 52 15
11 53 22
11 54 51
11 55 55
11 56 62
11 57 13
11 58 61
11 59 57
11 60 30
11 61 2
11 62 36
11 63 36
11 64 41
11 65 58
11 66 79
11 67 16
11 68 61
11 69 35
11 70 74
11 71 4
11 72 67
11 73 45
11 74 29
11 75 25
11 76 61
11 77 41
11 78 45
11 79 30
11 80 28
12 13 46
12 14 5
12 15 4
12 16 55
12 17 36
12 18 8
12 19 69
12 20 39
12 21 64
12 22 58
12 23 15
12 24 0
12 25 53
12 26 45
12 27 18
12 28 32
12 29 20
12 30 76
12 31 5
12 32 23
12 33 39
12 34 33
12 35 9
12 36 5
12 37 75
12 38 33
12 39 64
12 40 56
12 41 31
12 42 41
12 43 52
12 44 28
12 45 69
12 46 58
12 47 41
12 48 57
12 49 45
12 50 38
12 51 38
12 52 55
12 53 11
12 54 2
12 55 12
12 56 7
