40 780
1 2 7
1 3 2
1 4 7
1 5 6
1 6 18
1 7 31
1 8 36
1 9 5
1 10 15
1 11 33
1 12 17
1 13 29
1 14 21
1 15 27
1 16 14
1 17 33
1 18 5
1 19 23
1 20 4
1 21 38
1 22 11
1 23 12
1 24 39
1 25 5
1 26 24
1 27 5
1 28 0
1 29 10
1 30 15
1 31 36
1 32 8
1 33 29
1 34 30
1 35 17
1 36 31
1 37 5
1 38 14
1 39 36
1 40 16
2 3 14
2 4 35
2 5 29
2 6 33
2 7 37
2 8 28
2 9 20
2 10 18
2 11 32
2 12 24
2 13 15
2 14 31
2 15 26
2 16 38
2 17 34
2 18 26
2 19 34
2 20 3
2 21 14
2 22 5
2 23 9
2 24 19
2 25 6
2 26 21
2 27 6
2 28 21
2 29 10
2 30 38
2 31 18
2 32 1
2 33 18
2 34 10
2 35 1
2 36 21
2 37 7
2 38 39
2 39 12
2 40 35
3 4 5
3 5 29
3 6 13
3 7 8
3 8 36
3 9 36
3 10 25
3 11 6
3 12 0
3 13 1
3 14 26
3 15 1
3 16 14
3 17 30
3 18 28
3 19 37
3 20 2
3 21 20
3 22 1
3 23 10
3 24 9
3 25 29
3 26 27
3 27 36
3 28 16
3 29 18
3 30 33
3 31 0
3 32 27
3 33 31
3 34 22
3 35 20
3 36 6
3 37 15
3 38 7
3 39 36
3 40 33
4 5 26
4 6 38
4 7 36
4 8 5
4 9 10
4 10 10
4 11 18
4 12 1
4 13 7
4 14 25
4 15 5
4 16 37
4 17 8
4 18 10
4 19 15
4 20 33
4 21 19
4 22 12
4 23 7
4 24 13
4 25 28
4 26 15
4 27 21
4 28 11
4 29 19
4 30 18
4 31 21
4 32 15
4 33 18
4 34 14
4 35 22
4 36 14
4 37 7
4 38 20
4 39 5
4 40 35
5 6 32
5 7 14
5 8 7
5 9 8
5 10 13
5 11 24
5 12 32
5 13 3
5 14 15
5 15 23
5 16 22
5 17 13
5 18 31
5 19 38
5 20 38
5 21 29
5 22 16
5 23 29
5 24 5
5 25 35
5 26 6
5 27 9
5 28 0
5 29 17
5 30 29
5 31 38
5 32 6
5 33 18
5 34 10
5 35 18
5 36 3
5 37 34
5 38 22
5 39 27
5 40 2
6 7 11
6 8 5
6 9 35
6 10 16
6 11 12
6 12 36
6 13 16
6 14 28
6 15 26
6 16 10
6 17 26
6 18 21
6 19 36
6 20 10
6 21 19
6 22 1
6 23 17
6 24 9
6 25 8
6 26 17
6 27 7
6 28 33
6 29 26
6 30 7
6 31 36
6 32 25
6 33 1
6 34 23
6 35 10
6 36 9
6 37 18
6 38 2
6 39 32
6 40 6
7 8 20
7 9 7
7 10 29
7 11 11
7 12 30
7 13 23
7 14 6
7 15 1
7 16 34
7 17 17
7 18 28
7 19 35
7 20 8
7 21 37
7 22 7
7 23 3
7 24 19
7 25 28
7 26 18
7 27 7
7 28 21
7 29 26
7 30 38
7 31 18
7 32 12
7 33 15
7 34 23
7 35 21
7 36 24
7 37 18
7 38 2
7 39 15
7 40 2
8 9 1
8 10 7
8 11 24
8 12 33
8 13 28
8 14 5
8 15 35
8 16 38
8 17 12
8 18 11
8 19 3
8 20 18
8 21 14
8 22 11
8 23 18
8 24 11
8 25 15
8 26 37
8 27 32
8 28 22
8 29 35
8 30 10
8 31 39
8 32 30
8 33 24
8 34 24
8 35 20
8 36 31
8 37 15
8 38 14
8 39 12
8 40 4
9 10 6
9 11 14
9 12 16
9 13 28
9 14 4
9 15 9
9 16 27
9 17 28
9 18 13
9 19 14
9 20 8
9 21 17
9 22 25
9 23 35
9 24 1
9 25 1
9 26 35
9 27 15
9 28 25
9 29 0
9 30 35
9 31 26
9 32 30
9 33 17
9 34 2
9 35 14
9 36 38
9 37 17
9 38 11
9 39 33
9 40 12
10 11 2
10 12 39
10 13 2
10 14 15
10 15 16
10 16 3
10 17 27
10 18 25
10 19 37
10 20 38
10 21 5
10 22 4
10 23 35
10 24 16
10 25 0
10 26 26
10 27 10
10 28 14
10 29 34
10 30 27
10 31 7
10 32 26
10 33 3
10 34 8
10 35 17
10 36 16
10 37 9
10 38 2
10 39 18
10 40 3
11 12 33
11 13 37
11 14 39
11 15 12
11 16 18
11 17 6
11 18 26
11 19 0
11 20 23
11 21 1
11 22 30
11 23 30
11 24 6
11 25 25
11 26 32
11 27 13
11 28 19
11 29 2
11 30 6
11 31 25
11 32 1
11 33 29
11 34 19
11 35 16
11 36 5
11 37 17
11 38 39
11 39 32
11 40 29
12 13 26
12 14 27
12 15 24
12 16 20
12 17 37
12 18 0
12 19 37
12 20 26
12 21 8
12 22 34
12 23 4
12 24 35
12 25 15
12 26 21
12 27 35
12 28 32
12 29 39
12 30 39
12 31 6
12 32 14
12 33 11
12 34 13
12 35 35
12 36 36
12 37 31
12 38 1
12 39 28
12 40 0
13 14 0
13 15 15
13 16 25
13 17 2
13 18 29
13 19 37
13 20 17
13 21 30
13 22 28
13 23 18
13 24 39
13 25 18
13 26 20
13 27 5
13 28 25
13 29 13
13 30 25
13 31 33
13 32 18
13 33 26
13 34 26
13 35 2
13 36 6
13 37 16
13 38 15
13 39 2
13 40 33
14 15 9
14 16 1
14 17 33
14 18 0
14 19 15
14 20 31
14 21 17
14 22 13
14 23 1
14 24 33
14 25 18
14 26 5
14 27 23
14 28 3
14 29 10
14 30 30
14 31 32
14 32 20
14 33 25
14 34 30
14 35 32
14 36 9
14 37 2
14 38 39
14 39 0
14 40 4
15 16 36
15 17 11
15 18 24
15 19 10
15 20 1
15 21 8
15 22 18
15 23 32
15 24 11
15 25 37
15 26 25
