30 435
1 2 2
1 3 7
1 4 11
1 5 16
1 6 9
1 7 11
1 8 18
1 9 19
1 10 6
1 11 21
1 12 10
1 13 20
1 14 21
1 15 15
1 16 25
1 17 19
1 18 0
1 19 16
1 20 29
1 21 24
1 22 27
1 23 10
1 24 4
1 25 24
1 26 17
1 27 28
1 28 19
1 29 8
1 30 5
2 3 26
2 4 3
2 5 12
2 6 11
2 7 6
2 8 29
2 9 3
2 10 17
2 11 26
2 12 17
2 13 19
2 14 1
2 15 12
2 16 8
2 17 13
2 18 21
2 19 25
2 20 28
2 21 16
2 22 14
2 23 20
2 24 22
2 25 10
2 26 11
2 27 17
2 28 28
2 29 2
2 30 19
3 4 3
3 5 9
3 6 6
3 7 2
3 8 10
3 9 12
3 10 16
3 11 7
3 12 0
3 13 13
3 14 8
3 15 11
3 16 6
3 17 5
3 18 15
3 19 3
3 20 21
3 21 29
3 22 24
3 23 6
3 24 10
3 25 8
3 26 0
3 27 21
3 28 9
3 29 4
3 30 3
4 5 7
4 6 17
4 7 6
4 8 9
4 9 26
4 10 13
4 11 3
4 12 13
4 13 9
4 14 18
4 15 8
4 16 9
4 17 24
4 18 21
4 19 7
4 20 3
4 21 15
4 22 25
4 23 10
4 24 22
4 25 17
4 26 10
4 27 3
4 28 11
4 29 12
4 30 9
5 6 0
5 7 3
5 8 15
5 9 7
5 10 5
5 11 10
5 12 12
5 13 18
5 14 25
5 15 13
5 16 10
5 17 9
5 18 1
5 19 6
5 20 12
5 21 17
5 22 19
5 23 9
5 24 18
5 25 25
5 26 18
5 27 24
5 28 7
5 29 0
5 30 29
6 7 0
6 8 24
6 9 28
6 10 0
6 11 26
6 12 28
6 13 15
6 14 14
6 15 28
6 16 17
6 17 23
6 18 21
6 19 20
6 20 1
6 21 19
6 22 2
6 23 7
6 24 10
6 25 12
6 26 19
6 27 9
6 28 29
6 29 16
6 30 14
7 8 24
7 9 5
7 10 18
7 11 4
7 12 4
7 13 15
7 14 26
7 15 29
7 16 9
7 17 6
7 18 24
7 19 27
7 20 16
7 21 1
7 22 7
7 23 16
7 24 9
7 25 26
7 26 12
7 27 22
7 28 3
7 29 10
7 30 26
8 9 11
8 10 2
8 11 8
8 12 8
8 13 1
8 14 8
8 15 18
8 16 25
8 17 26
8 18 15
8 19 16
8 20 17
8 21 28
8 22 13
8 23 15
8 24 20
8 25 5
8 26 5
8 27 29
8 28 24
8 29 15
8 30 17
9 10 25
9 11 8
9 12 13
9 13 11
9 14 24
9 15 24
9 16 22
9 17 13
9 18 13
9 19 20
9 20 18
9 21 16
9 22 11
9 23 6
9 24 22
9 25 3
9 26 21
9 27 1
9 28 27
9 29 18
9 30 29
10 11 16
10 12 12
10 13 24
10 14 28
10 15 18
10 16 19
10 17 26
10 18 20
10 19 5
10 20 14
10 21 20
10 22 17
10 23 17
10 24 23
10 25 5
10 26 1
10 27 27
10 28 22
10 29 22
10 30 18
11 12 10
11 13 6
11 14 21
11 15 24
11 16 29
11 17 19
11 18 11
11 19 2
11 20 12
11 21 26
11 22 9
11 23 29
11 24 15
11 25 8
11 26 13
11 27 23
11 28 25
11 29 6
11 30 26
12 13 3
12 14 2
12 15 1
12 16 26
12 17 16
12 18 4
12 19 4
12 20 29
12 21 4
12 22 22
12 23 28
12 24 20
12 25 14
12 26 15
12 27 26
12 28 27
12 29 14
12 30 3
13 14 15
13 15 18
13 16 19
13 17 14
13 18 6
13 19 25
13 20 5
13 21 25
13 22 13
13 23 15
13 24 19
13 25 16
13 26 16
13 27 15
13 28 17
13 29 12
13 30 28
14 15 18
14 16 4
14 17 1
14 18 4
14 19 18
14 20 0
14 21 5
14 22 25
14 23 23
14 24 29
14 25 23
14 26 26
14 27 8
14 28 20
14 29 7
14 30 26
15 16 2
15 17 16
15 18 4
15 19 17
15 20 12
15 21 19
15 22 6
15 23 10
15 24 18
15 25 16
15 26 25
15 27 17
15 28 5
15 29 26
15 30 23
16 17 5
16 18 15
16 19 20
16 20 20
16 21 18
16 22 28
16 23 10
16 24 13
16 25 24
16 26 17
16 27 16
16 28 13
16 29 14
16 30 4
17 18 11
17 19 3
17 20 12
17 21 17
17 22 22
17 23 4
17 24 21
17 25 6
17 26 25
17 27 13
17 28 15
17 29 2
17 30 11
18 19 23
18 20 16
18 21 22
18 22 7
18 23 21
18 24 9
18 25 29
18 26 13
18 27 25
18 28 25
18 29 20
18 30 15
19 20 21
19 21 27
19 22 7
19 23 17
19 24 28
19 25 2
19 26 15
19 27 0
19 28 13
19 29 4
19 30 21
20 21 15
20 22 22
20 23 23
20 24 8
20 25 20
20 26 6
20 27 5
20 28 5
20 29 6
20 30 6
21 22 3
21 23 26
21 24 12
21 25 2
21 26 2
21 27 9
21 28 20
21 29 15
21 30 26
22 23 19
22 24 23
22 25 26
22 26 14
22 27 5
22 28 20
22 29 28
22 30 15
23 24 11
23 25 24
23 26 27
23 27 5
23 28 17
23 29 21
23 30 10
24 25 13
24 26 18
24 27 9
24 28 17
24 29 9
24 30 19
25 26 0
25 27 16
25 28 22
25 29 26
25 30 13
26 27 13
26 28 26
26 29 9
26 30 22
27 28 0
27 29 4
27 30 21
28 29 22
28 30 9
29 30 27
