60 1770
1 2 37
1 3 43
1 4 21
1 5 57
1 6 27
1 7 8
1 8 44
1 9 48
1 10 4
1 11 3
1 12 38
1 13 26
1 14 35
1 15 55
1 16 41
1 17 27
1 18 22
1 19 14
1 20 7
1 21 32
1 22 14
1 23 57
1 24 20
1 25 20
1 26 8
1 27 50
1 28 35
1 29 19
1 30 2
1 31 15
1 32 27
1 33 6
1 34 58
1 35 20
1 36 49
1 37 51
1 38 54
1 39 13
1 40 57
1 41 57
1 42 40
1 43 9
1 44 35
1 45 31
1 46 19
1 47 36
1 48 44
1 49 12
1 50 46
1 51 34
1 52 40
1 53 17
1 54 7
1 55 32
1 56 59
1 57 51
1 58 3
1 59 28
1 60 39
2 3 41
2 4 24
2 5 23
2 6 15
2 7 47
2 8 13
2 9 12
2 10 59
2 11 40
2 12 25
2 13 16
2 14 2
2 15 47
2 16 53
2 17 34
2 18 3
2 19 33
2 20 42
2 21 34
2 22 16
2 23 5
2 24 7
2 25 55
2 26 6
2 27 0
2 28 10
2 29 57
2 30 16
2 31 20
2 32 44
2 33 14
2 34 9
2 35 50
2 36 17
2 37 27
2 38 35
2 39 12
2 40 12
2 41 21
2 42 16
2 43 58
2 44 26
2 45 20
2 46 36
2 47 57
2 48 55
2 49 59
2 50 57
2 51 35
2 52 53
2 53 56
2 54 4
2 55 21
2 56 22
2 57 8
2 58 57
2 59 40
2 60 7
3 4 12
3 5 58
3 6 21
3 7 22
3 8 20
3 9 24
3 10 23
3 11 45
3 12 8
3 13 48
3 14 1
3 15 3
3 16 22
3 17 0
3 18 15
3 19 0
3 20 45
3 21 1
3 22 28
3 23 51
3 24 27
3 25 45
3 26 35
3 27 54
3 28 11
3 29 26
3 30 10
3 31 11
3 32 48
3 33 24
3 34 54
3 35 11
3 36 10
3 37 27
3 38 29
3 39 35
3 40 7
3 41 11
3 42 50
3 43 57
3 44 12
3 45 17
3 46 12
3 47 22
3 48 44
3 49 5
3 50 50
3 51 5
3 52 47
3 53 54
3 54 38
3 55 40
3 56 48
3 57 46
3 58 10
3 59 58
3 60 4
4 5 48
4 6 15
4 7 43
4 8 41
4 9 21
4 10 21
4 11 17
4 12 52
4 13 32
4 14 14
4 15 8
4 16 13
4 17 39
4 18 25
4 19 36
4 20 25
4 21 44
4 22 33
4 23 41
4 24 16
4 25 19
4 26 47
4 27 28
4 28 50
4 29 3
4 30 7
4 31 15
4 32 33
4 33 1
4 34 54
4 35 24
4 36 27
4 37 29
4 38 2
4 39 4
4 40 51
4 41 3
4 42 29
4 43 57
4 44 49
4 45 29
4 46 59
4 47 3
4 48 5
4 49 6
4 50 53
4 51 32
4 52 21
4 53 45
4 54 53
4 55 28
4 56 19
4 57 24
4 58 41
4 59 45
4 60 41
5 6 7
5 7 52
5 8 20
5 9 33
5 10 54
5 11 19
5 12 50
5 13 28
5 14 53
5 15 51
5 16 38
5 17 23
5 18 5
5 19 30
5 20 26
5 21 51
5 22 22
5 23 34
5 24 1
5 25 34
5 26 49
5 27 49
5 28 31
5 29 17
5 30 57
5 31 2
5 32 25
5 33 19
5 34 16
5 35 56
5 36 17
5 37 56
5 38 13
5 39 45
5 40 9
5 41 17
5 42 13
5 43 4
5 44 25
5 45 22
5 46 48
5 47 59
5 48 39
5 49 59
5 50 8
5 51 57
5 52 11
5 53 0
5 54 5
