80 3160
1 2 60
1 3 44
1 4 38
1 5 76
1 6 43
1 7 17
1 8 39
1 9 28
1 10 78
1 11 75
1 12 30
1 13 46
1 14 56
1 15 65
1 16 47
1 17 62
1 18 55
1 19 53
1 20 68
1 21 18
1 22 22
1 23 49
1 24 21
1 25 46
1 26 23
1 27 46
1 28 48
1 29 14
1 30 1
1 31 31
1 32 79
1 33 13
1 34 31
1 35 78
1 36 47
1 37 25
1 38 6
1 39 64
1 40 58
1 41 54
1 42 38
1 43 54
1 44 0
1 45 5
1 46 72
1 47 79
1 48 9
1 49 26
1 50 60
1 51 4
1 52 28
1 53 14
1 54 22
1 55 71
1 56 47
1 57 76
1 58 26
1 59 11
1 60 44
1 61 46
1 62 71
1 63 49
1 64 78
1 65 31
1 66 48
1 67 40
1 68 42
1 69 24
1 70 79
1 71 23
1 72 1
1 73 68
1 74 71
1 75 14
1 76 13
1 77 21
1 78 61
1 79 53
1 80 6
2 3 46
2 4 62
2 5 68
2 6 0
2 7 62
2 8 75
2 9 67
2 10 5
2 11 9
2 12 23
2 13 63
2 14 38
2 15 54
2 16 76
2 17 28
2 18 9
2 19 12
2 20 9
2 21 40
2 22 23
2 23 58
2 24 3
2 25 34
2 26 43
2 27 36
2 28 72
2 29 50
2 30 50
2 31 26
2 32 9
2 33 15
2 34 41
2 35 67
2 36 20
2 37 57
2 38 49
2 39 62
2 40 21
2 41 8
2 42 35
2 43 50
2 44 36
2 45 48
2 46 18
2 47 34
2 48 55
2 49 39
2 50 68
2 51 48
2 52 25
2 53 45
2 54 63
2 55 51
2 56 4
2 57 13
2 58 33
2 59 61
2 60 18
2 61 16
2 62 44
2 63 53
2 64 41
2 65 56
2 66 23
2 67 19
2 68 79
2 69 14
2 70 1
2 71 18
2 72 5
2 73 59
2 74 42
2 75 48
2 76 77
2 77 48
2 78 71
2 79 25
2 80 29
3 4 32
3 5 40
3 6 71
3 7 53
3 8 39
3 9 8
3 10 57
3 11 68
3 12 67
3 13 24
3 14 56
3 15 54
3 16 69
3 17 29
3 18 48
3 19 2
3 20 73
3 21 63
3 22 17
3 23 71
3 24 10
3 25 66
3 26 79
3 27 14
3 28 27
3 29 34
3 30 14
3 31 2
3 32 0
3 33 34
3 34 34
3 35 66
3 36 72
3 37 22
3 38 37
3 39 52
3 40 73
3 41 45
3 42 73
3 43 77
3 44 62
3 45 32
3 46 74
3 47 58
3 48 54
3 49 27
3 50 2
3 51 35
3 52 65
3 53 39
3 54 47
3 55 28
3 56 48
3 57 12
3 58 33
3 59 69
3 60 6
3 61 13
3 62 76
3 63 18
3 64 32
3 65 8
3 66 45
3 67 60
3 68 4
3 69 19
3 70 63
3 71 18
3 72 6
3 73 50
3 74 49
3 75 43
3 76 6
3 77 37
3 78 62
3 79 8
3 80 47
4 5 62
4 6 69
4 7 57
4 8 18
4 9 37
4 10 19
4 11 29
4 12 0
4 13 73
4 14 6
4 15 56
4 16 46
4 17 22
4 18 10
4 19 3
4 20 12
4 21 0
4 22 41
4 23 25
4 24 12
4 25 74
4 26 79
4 27 6
4 28 56
4 29 61
4 30 78
4 31 44
4 32 23
4 33 15
4 34 31
4 35 74
4 36 73
4 37 5
4 38 11
4 39 73
4 40 37
4 41 4
4 42 64
4 43 50
4 44 0
4 45 19
4 46 39
4 47 28
4 48 68
4 49 15
4 50 76
4 51 16
4 52 73
4 53 64
4 54 6
4 55 24
4 56 45
4 57 72
4 58 35
4 59 71
4 60 29
4 61 8
4 62 51
4 63 66
4 64 27
4 65 60
4 66 63
4 67 25
4 68 1
4 69 79
4 70 51
4 71 17
4 72 31
4 73 50
4 74 23
4 75 56
4 76 12
4 77 67
4 78 3
4 79 24
4 80 54
5 6 45
5 7 31
5 8 45
5 9 31
5 10 24
5 11 42
5 12 50
5 13 64
5 14 63
5 15 25
5 16 51
5 17 10
5 18 3
5 19 65
5 20 2
5 21 21
5 22 30
5 23 30
5 24 79
5 25 18
5 26 16
5 27 54
5 28 70
5 29 79
5 30 18
5 31 24
5 32 40
5 33 75
5 34 28
5 35 54
5 36 29
5 37 74
5 38 19
5 39 39
5 40 34
5 41 50
5 42 58
5 43 53
5 44 56
5 45 14
5 46 69
5 47 1
5 48 36
5 49 65
5 50 48
5 51 11
5 52 22
5 53 10
5 54 62
5 55 35
5 56 46
5 57 9
5 58 10
5 59 65
5 60 21
5 61 71
5 62 64
5 63 23
5 64 28
5 65 4
5 66 24
5 67 10
5 68 9
5 69 73
5 70 27
5 71 17
5 72 1
5 73 62
5 74 64
5 75 22
5 76 77
5 77 76
5 78 72
5 79 65
5 80 78
6 7 0
6 8 59
6 9 48
6 10 10
6 11 48
6 12 61
6 13 45
6 14 37
6 15 79
6 16 74
6 17 31
6 18 46
6 19 30
6 20 55
6 21 22
6 22 78
6 23 0
6 24 53
6 25 74
6 26 33
6 27 23
6 28 61
6 29 55
6 30 5
6 31 7
6 32 61
6 33 20
6 34 28
6 35 56
6 36 10
6 37 31
6 38 76
6 39 56
6 40 75
6 41 62
6 42 48
6 43 43
6 44 5
6 45 62
6 46 13
6 47 39
6 48 77
6 49 19
6 50 33
6 51 50
6 52 15
6 53 20
6 54 59
6 55 76
6 56 51
6 57 13
6 58 2
6 59 58
6 60 6
6 61 76
6 62 26
6 63 37
6 64 65
6 65 63
6 66 35
6 67 8
6 68 78
6 69 71
6 70 33
6 71 22
6 72 34
6 73 63
6 74 24
6 75 41
6 76 77
6 77 42
6 78 52
6 79 74
6 80 58
7 8 75
7 9 47
7 10 12
7 11 43
7 12 58
7 13 56
7 14 68
7 15 76
7 16 43
7 17 9
7 18 56
7 19 70
7 20 31
7 21 25
7 22 26
7 23 7
7 24 41
7 25 13
7 26 34
7 27 56
7 28 3
7 29 64
7 30 44
7 31 78
7 32 7
7 33 20
7 34 19
7 35 73
7 36 67
7 37 54
7 38 46
7 39 4
7 40 65
7 41 11
7 42 5
7 43 66
7 44 58
7 45 65
7 46 53
7 47 46
7 48 73
7 49 33
7 50 21
7 51 7
7 52 55
7 53 19
7 54 11
7 55 33
7 56 11
7 57 0
7 58 20
7 59 65
7 60 3
7 61 30
7 62 79
7 63 47
7 64 37
7 65 61
7 66 59
7 67 0
7 68 74
7 69 59
7 70 59
7 71 78
7 72 49
7 73 45
7 74 42
7 75 59
7 76 24
7 77 17
7 78 35
7 79 35
7 80 43
8 9 0
8 10 6
8 11 67
8 12 50
8 13 24
8 14 48
8 15 42
8 16 71
8 17 6
8 18 35
8 19 6
8 20 4
8 21 73
8 22 73
8 23 63
8 24 57
8 25 49
8 26 30
8 27 60
8 28 38
8 29 22
8 30 69
8 31 77
8 32 5
8 33 62
8 34 4
8 35 26
8 36 24
8 37 16
8 38 51
8 39 44
8 40 19
8 41 75
8 42 25
8 43 17
8 44 18
8 45 48
8 46 59
8 47 63
8 48 12
8 49 33
8 50 69
8 51 48
8 52 5
8 53 13
8 54 13
8 55 20
8 56 31
8 57 34
8 58 32
8 59 45
8 60 31
8 61 65
8 62 56
8 63 74
8 64 28
8 65 14
8 66 73
8 67 68
8 68 2
8 69 55
8 70 53
8 71 25
8 72 78
8 73 32
8 74 47
