100 4950
1 2 48
1 3 91
1 4 71
1 5 51
1 6 56
1 7 24
1 8 37
1 9 78
1 10 64
1 11 35
1 12 72
1 13 7
1 14 55
1 15 99
1 16 42
1 17 8
1 18 35
1 19 37
1 20 53
1 21 89
1 22 43
1 23 25
1 24 9
1 25 11
1 26 12
1 27 0
1 28 9
1 29 38
1 30 65
1 31 51
1 32 11
1 33 63
1 34 9
1 35 43
1 36 61
1 37 41
1 38 95
1 39 88
1 40 49
1 41 89
1 42 94
1 43 16
1 44 6
1 45 53
1 46 82
1 47 53
1 48 1
1 49 82
1 50 69
1 51 82
1 52 96
1 53 54
1 54 44
1 55 66
1 56 95
1 57 28
1 58 60
1 59 56
1 60 54
1 61 82
1 62 98
1 63 28
1 64 85
1 65 36
1 66 52
1 67 18
1 68 94
1 69 42
1 70 65
1 71 71
1 72 51
1 73 42
1 74 14
1 75 27
1 76 67
1 77 62
1 78 26
1 79 64
1 80 6
1 81 77
1 82 45
1 83 91
1 84 80
1 85 84
1 86 0
1 87 51
1 88 72
1 89 57
1 90 59
1 91 20
1 92 12
1 93 6
1 94 92
1 95 99
1 96 33
1 97 39
1 98 45
1 99 99
1 100 68
2 3 98
2 4 65
2 5 83
2 6 89
2 7 63
2 8 20
2 9 10
2 10 0
2 11 90
2 12 92
2 13 15
2 14 99
2 15 75
2 16 42
2 17 39
2 18 71
2 19 93
2 20 11
2 21 67
2 22 90
2 23 1
2 24 34
2 25 9
2 26 13
2 27 7
2 28 52
2 29 20
2 30 81
2 31 31
2 32 26
2 33 47
2 34 62
2 35 83
2 36 10
2 37 30
2 38 7
2 39 83
2 40 20
2 41 1
2 42 85
2 43 82
2 44 20
2 45 92
2 46 16
2 47 91
2 48 18
2 49 99
2 50 10
2 51 4
2 52 31
2 53 42
2 54 25
2 55 47
2 56 53
2 57 74
2 58 71
2 59 51
2 60 45
2 61 80
2 62 57
2 63 35
2 64 99
2 65 94
2 66 72
2 67 24
2 68 67
2 69 27
2 70 6
2 71 67
2 72 53
2 73 85
2 74 15
2 75 28
2 76 39
2 77 98
2 78 89
2 79 99
2 80 85
2 81 42
2 82 78
2 83 35
2 84 48
2 85 68
2 86 6
2 87 36
2 88 68
2 89 23
2 90 77
2 91 78
2 92 2
2 93 35
2 94 3
2 95 53
2 96 12
2 97 90
2 98 26
2 99 94
2 100 92
3 4 57
3 5 64
3 6 98
3 7 38
3 8 95
3 9 97
3 10 42
3 11 71
3 12 86
3 13 55
3 14 72
3 15 28
3 16 16
3 17 44
3 18 7
3 19 80
3 20 40
3 21 13
3 22 59
3 23 40
3 24 91
3 25 29
3 26 31
3 27 3
3 28 68
3 29 19
3 30 16
3 31 50
3 32 33
3 33 57
3 34 80
3 35 47
3 36 77
3 37 93
3 38 18
3 39 28
3 40 25
3 41 65
3 42 36
3 43 79
3 44 92
3 45 99
3 46 2
3 47 37
3 48 70
3 49 86
3 50 11
3 51 35
3 52 18
3 53 76
3 54 46
3 55 8
3 56 10
3 57 16
3 58 96
3 59 46
3 60 87
3 61 51
3 62 90
3 63 19
3 64 71
3 65 57
3 66 44
3 67 25
3 68 80
3 69 65
3 70 9
3 71 71
3 72 36
3 73 66
3 74 54
3 75 79
3 76 73
3 77 36
3 78 1
3 79 74
3 80 13
3 81 35
3 82 88
3 83 11
3 84 90
3 85 26
3 86 71
3 87 80
3 88 32
3 89 20
3 90 56
3 91 84
3 92 31
3 93 26
3 94 40
3 95 89
3 96 84
3 97 65
3 98 3
3 99 64
3 100 72
4 5 45
4 6 47
4 7 85
4 8 40
4 9 38
4 10 76
4 11 23
4 12 20
4 13 99
4 14 36
4 15 43
4 16 6
4 17 84
4 18 3
4 19 99
4 20 5
4 21 53
4 22 88
4 23 56
4 24 52
4 25 62
4 26 62
4 27 48
4 28 40
4 29 11
4 30 97
4 31 38
4 32 70
4 33 95
4 34 73
4 35 59
4 36 75
4 37 13
4 38 16
4 39 6
4 40 70
4 41 95
4 42 40
4 43 61
4 44 59
4 45 52
4 46 80
4 47 50
4 48 7
4 49 48
4 50 70
4 51 68
4 52 25
4 53 50
4 54 78
4 55 96
