70 2415
1 2 15
1 3 56
1 4 39
1 5 5
1 6 33
1 7 10
1 8 23
1 9 13
1 10 33
1 11 26
1 12 52
1 13 3
1 14 16
1 15 39
1 16 52
1 17 1
1 18 17
1 19 25
1 20 20
1 21 46
1 22 35
1 23 7
1 24 17
1 25 43
1 26 24
1 27 48
1 28 21
1 29 0
1 30 61
1 31 35
1 32 28
1 33 35
1 34 32
1 35 36
1 36 31
1 37 50
1 38 34
1 39 13
1 40 21
1 41 28
1 42 42
1 43 29
1 44 49
1 45 26
1 46 20
1 47 53
1 48 67
1 49 34
1 50 12
1 51 32
1 52 50
1 53 3
1 54 31
1 55 67
1 56 22
1 57 4
1 58 61
1 59 58
1 60 68
1 61 7
1 62 62
1 63 40
1 64 45
1 65 38
1 66 47
1 67 20
1 68 66
1 69 55
1 70 44
2 3 58
2 4 64
2 5 52
2 6 0
2 7 42
2 8 38
2 9 17
2 10 24
2 11 29
2 12 29
2 13 56
2 14 3
2 15 55
2 16 54
2 17 66
2 18 32
2 19 60
2 20 17
2 21 68
2 22 66
2 23 28
2 24 51
2 25 8
2 26 50
2 27 37
2 28 65
2 29 4
2 30 4
2 31 57
2 32 11
2 33 44
2 34 1
2 35 68
2 36 60
2 37 47
2 38 1
2 39 61
2 40 28
2 41 20
2 42 15
2 43 41
2 44 51
2 45 46
2 46 35
2 47 26
2 48 6
2 49 46
2 50 0
2 51 61
2 52 60
2 53 67
2 54 25
2 55 22
2 56 20
2 57 64
2 58 47
2 59 48
2 60 28
2 61 43
2 62 49
2 63 28
2 64 56
2 65 16
2 66 13
2 67 66
2 68 1
2 69 61
2 70 64
3 4 48
3 5 36
3 6 19
3 7 24
3 8 63
3 9 55
3 10 15
3 11 2
3 12 16
3 13 62
3 14 34
3 15 45
3 16 69
3 17 1
3 18 56
3 19 29
3 20 56
3 21 28
3 22 55
3 23 49
3 24 41
3 25 62
3 26 65
3 27 3
3 28 9
3 29 27
3 30 54
3 31 24
3 32 52
3 33 54
3 34 39
3 35 8
3 36 12
3 37 68
3 38 62
3 39 38
3 40 11
3 41 22
3 42 18
3 43 4
3 44 59
3 45 27
3 46 45
3 47 44
3 48 15
3 49 1
3 50 41
3 51 45
3 52 64
3 53 41
3 54 28
3 55 57
3 56 35
3 57 22
3 58 63
3 59 14
3 60 22
3 61 51
3 62 13
3 63 0
3 64 1
3 65 22
3 66 7
3 67 1
3 68 38
3 69 63
3 70 40
4 5 22
4 6 16
4 7 6
4 8 36
4 9 15
4 10 54
4 11 19
4 12 7
4 13 18
4 14 41
4 15 60
4 16 21
4 17 8
4 18 57
4 19 27
4 20 3
4 21 7
4 22 48
4 23 3
4 24 11
4 25 32
4 26 9
4 27 63
4 28 12
4 29 37
4 30 17
4 31 55
4 32 6
4 33 66
4 34 43
4 35 61
4 36 40
4 37 59
4 38 63
4 39 25
4 40 32
4 41 64
4 42 16
4 43 47
4 44 24
4 45 5
4 46 16
4 47 15
4 48 29
4 49 48
4 50 14
4 51 22
4 52 20
4 53 2
4 54 37
4 55 33
4 56 32
4 57 55
4 58 5
4 59 69
4 60 22
4 61 16
4 62 33
4 63 59
4 64 48
4 65 24
4 66 46
4 67 51
4 68 40
4 69 28
4 70 2
5 6 53
5 7 6
5 8 45
5 9 17
5 10 66
5 11 43
5 12 57
5 13 10
5 14 39
5 15 47
5 16 31
5 17 55
5 18 29
5 19 0
5 20 22
5 21 48
5 22 17
5 23 17
5 24 23
5 25 18
5 26 17
5 27 18
5 28 4
5 29 69
5 30 26
5 31 50
