90 4005
1 2 17
1 3 29
1 4 38
1 5 45
1 6 70
1 7 29
1 8 55
1 9 18
1 10 88
1 11 18
1 12 22
1 13 64
1 14 4
1 15 62
1 16 30
1 17 54
1 18 71
1 19 74
1 20 61
1 21 18
1 22 23
1 23 42
1 24 85
1 25 89
1 26 47
1 27 55
1 28 35
1 29 82
1 30 4
1 31 7
1 32 80
1 33 68
1 34 56
1 35 89
1 36 67
1 37 35
1 38 12
1 39 63
1 40 24
1 41 69
1 42 61
1 43 43
1 44 46
1 45 32
1 46 40
1 47 86
1 48 9
1 49 3
1 50 60
1 51 37
1 52 15
1 53 68
1 54 72
1 55 0
1 56 84
1 57 44
1 58 46
1 59 70
1 60 24
1 61 8
1 62 72
1 63 11
1 64 3
1 65 50
1 66 83
1 67 56
1 68 58
1 69 18
1 70 80
1 71 77
1 72 76
1 73 42
1 74 20
1 75 29
1 76 4
1 77 63
1 78 19
1 79 44
1 80 44
1 81 83
1 82 16
1 83 86
1 84 2
1 85 46
1 86 88
1 87 82
1 88 0
1 89 30
1 90 89
2 3 20
2 4 87
2 5 79
2 6 85
2 7 33
2 8 27
2 9 46
2 10 83
2 11 6
2 12 77
2 13 45
2 14 58
2 15 26
2 16 38
2 17 32
2 18 31
2 19 59
2 20 12
2 21 61
2 22 7
2 23 40
2 24 15
2 25 22
2 26 38
2 27 31
2 28 59
2 29 4
2 30 24
2 31 30
2 32 35
2 33 51
2 34 3
2 35 31
2 36 7
2 37 46
2 38 73
2 39 65
2 40 47
2 41 68
2 42 10
2 43 28
2 44 24
2 45 35
2 46 43
2 47 47
2 48 18
2 49 55
2 50 67
2 51 59
2 52 23
2 53 2
2 54 69
2 55 28
2 56 69
2 57 12
2 58 16
2 59 3
2 60 66
2 61 19
2 62 34
2 63 30
2 64 72
2 65 49
2 66 28
2 67 7
2 68 28
2 69 11
2 70 83
2 71 39
2 72 69
2 73 63
2 74 21
2 75 19
2 76 47
2 77 78
2 78 8
2 79 70
2 80 17
2 81 37
2 82 22
2 83 72
2 84 22
2 85 77
2 86 76
2 87 85
2 88 25
2 89 70
2 90 8
3 4 88
3 5 41
3 6 18
3 7 36
3 8 88
3 9 31
3 10 33
3 11 34
3 12 53
3 13 88
3 14 61
3 15 22
3 16 33
3 17 39
3 18 51
3 19 80
3 20 43
3 21 9
3 22 79
3 23 81
3 24 40
3 25 37
3 26 6
3 27 77
3 28 51
3 29 20
3 30 42
3 31 42
3 32 8
3 33 74
3 34 3
3 35 52
3 36 82
3 37 62
3 38 1
3 39 65
3 40 19
3 41 82
3 42 56
3 43 86
3 44 87
3 45 31
3 46 33
3 47 83
3 48 48
3 49 27
3 50 75
3 51 76
3 52 37
3 53 45
3 54 49
3 55 32
3 56 86
3 57 27
3 58 48
3 59 58
3 60 41
3 61 70
3 62 56
3 63 28
3 64 36
3 65 28
3 66 4
3 67 65
3 68 35
3 69 2
3 70 75
3 71 75
3 72 51
3 73 80
3 74 5
3 75 41
3 76 76
3 77 57
3 78 84
3 79 70
3 80 56
3 81 53
3 82 41
3 83 8
3 84 87
3 85 30
3 86 79
3 87 9
3 88 67
3 89 82
3 90 6
4 5 59
4 6 32
4 7 17
4 8 74
4 9 52
4 10 0
4 11 36
4 12 4
4 13 83
4 14 0
4 15 74
4 16 58
4 17 20
4 18 37
4 19 74
4 20 12
4 21 68
4 22 78
4 23 29
4 24 2
4 25 39
4 26 44
4 27 59
4 28 62
4 29 57
4 30 76
4 31 83
4 32 88
4 33 59
4 34 70
4 35 8
4 36 88
4 37 29
4 38 50
4 39 75
4 40 77
4 41 27
4 42 63
4 43 20
4 44 46
4 45 3
4 46 87
4 47 25
4 48 78
4 49 59
4 50 60
4 51 86
4 52 56
4 53 12
4 54 51
4 55 77
4 56 73
4 57 46
4 58 24
4 59 9
4 60 64
4 61 54
4 62 88
4 63 62
4 64 38
4 65 65
4 66 44
4 67 21
4 68 73
4 69 49
4 70 39
4 71 52
4 72 84
4 73 77
4 74 46
4 75 76
4 76 83
4 77 81
4 78 2
4 79 58
4 80 31
4 81 78
4 82 13
4 83 49
4 84 3
4 85 48
4 86 77
4 87 34
4 88 0
4 89 1
4 90 3
5 6 59
5 7 89
5 8 70
5 9 37
5 10 66
5 11 85
5 12 60
5 13 82
5 14 26
5 15 47
5 16 43
5 17 24
5 18 6
5 19 31
5 20 38
5 21 46
5 22 66
5 23 44
5 24 15
5 25 20
5 26 35
5 27 32
5 28 89
5 29 33
5 30 23
5 31 86
5 32 19
5 33 23
5 34 36
5 35 18
5 36 10
5 37 72
5 38 87
5 39 34
5 40 25
5 41 26
5 42 24
5 43 57
5 44 26
5 45 82
5 46 10
5 47 52
5 48 57
5 49 66
5 50 80
5 51 4
5 52 18
5 53 70
5 54 61
5 55 26
5 56 21
5 57 5
5 58 44
5 59 2
5 60 77
5 61 89
5 62 80
5 63 66
5 64 32
5 65 27
5 66 41
5 67 58
5 68 75
5 69 15
5 70 5
5 71 44
5 72 53
5 73 80
5 74 59
5 75 36
5 76 26
5 77 2
5 78 14
5 79 12
5 80 79
5 81 78
5 82 19
5 83 27
5 84 15
5 85 76
5 86 81
5 87 67
5 88 63
5 89 16
5 90 65
6 7 80
6 8 10
6 9 70
6 10 5
6 11 53
6 12 39
6 13 60
6 14 52
6 15 4
6 16 0
6 17 33
6 18 55
6 19 49
6 20 15
6 21 45
6 22 9
6 23 74
6 24 85
6 25 87
6 26 17
6 27 13
6 28 0
6 29 8
6 30 42
6 31 35
6 32 13
6 33 23
6 34 85
6 35 60
6 36 37
6 37 48
6 38 28
6 39 7
6 40 8
6 41 4
6 42 36
6 43 14
6 44 11
6 45 9
6 46 34
6 47 60
6 48 52
6 49 54
6 50 74
6 51 42
6 52 14
6 53 72
6 54 72
6 55 3
6 56 7
6 57 54
6 58 38
6 59 55
6 60 36
6 61 80
6 62 41
6 63 62
6 64 66
6 65 74
6 66 35
6 67 39
6 68 34
6 69 70
6 70 75
6 71 17
6 72 39
6 73 31
6 74 51
6 75 53
6 76 79
6 77 33
6 78 78
6 79 2
6 80 60
6 81 34
6 82 72
6 83 77
6 84 36
6 85 43
6 86 88
6 87 35
6 88 45
6 89 33
6 90 56
7 8 2
7 9 12
7 10 59
7 11 75
7 12 88
7 13 41
7 14 30
7 15 89
7 16 25
7 17 27
7 18 20
7 19 20
7 20 16
7 21 5
7 22 46
7 23 16
7 24 58
7 25 69
7 26 30
7 27 72
7 28 40
7 29 83
7 30 27
7 31 23
7 32 78
7 33 3
7 34 13
7 35 79
7 36 29
7 37 3
7 38 67
7 39 49
7 40 37
7 41 31
7 42 78
7 43 82
7 44 81
7 45 24
7 46 31
7 47 46
7 48 21
7 49 70
7 50 34
7 51 74
7 52 50
7 53 29
7 54 67
7 55 40
7 56 17
7 57 8
7 58 79
7 59 75
7 60 80
7 61 69
7 62 73
7 63 72
7 64 76
7 65 37
7 66 77
7 67 72
7 68 45
7 69 67
