100 4950
1 2 59
1 3 81
1 4 60
1 5 83
1 6 67
1 7 28
1 8 51
1 9 25
1 10 44
1 11 51
1 12 92
1 13 93
1 14 85
1 15 36
1 16 60
1 17 20
1 18 82
1 19 44
1 20 71
1 21 91
1 22 30
1 23 85
1 24 18
1 25 87
1 26 19
1 27 64
1 28 0
1 29 63
1 30 21
1 31 62
1 32 82
1 33 6
1 34 77
1 35 84
1 36 98
1 37 72
1 38 9
1 39 0
1 40 58
1 41 69
1 42 79
1 43 88
1 44 4
1 45 77
1 46 41
1 47 91
1 48 81
1 49 17
1 50 35
1 51 77
1 52 45
1 53 17
1 54 88
1 55 82
1 56 29
1 57 39
1 58 87
1 59 62
1 60 37
1 61 16
1 62 2
1 63 45
1 64 24
1 65 68
1 66 53
1 67 31
1 68 36
1 69 1
1 70 75
1 71 55
1 72 82
1 73 99
1 74 51
1 75 5
1 76 97
1 77 80
1 78 14
1 79 34
1 80 33
1 81 78
1 82 16
1 83 18
1 84 45
1 85 22
1 86 28
1 87 43
1 88 0
1 89 45
1 90 1
1 91 61
1 92 90
1 93 53
1 94 35
1 95 76
1 96 60
1 97 74
1 98 46
1 99 35
1 100 7
2 3 68
2 4 0
2 5 97
2 6 81
2 7 68
2 8 33
2 9 98
2 10 2
2 11 42
2 12 59
2 13 54
2 14 7
2 15 87
2 16 76
2 17 93
2 18 99
2 19 65
2 20 55
2 21 23
2 22 59
2 23 73
2 24 43
2 25 7
2 26 56
2 27 8
2 28 90
2 29 94
2 30 82
2 31 53
2 32 27
2 33 40
2 34 25
2 35 95
2 36 83
2 37 19
2 38 45
2 39 40
2 40 63
2 41 84
2 42 83
2 43 29
2 44 7
2 45 74
2 46 73
2 47 84
2 48 87
2 49 70
2 50 42
2 51 28
2 52 11
2 53 64
2 54 75
2 55 76
2 56 77
2 57 22
2 58 75
2 59 54
2 60 56
2 61 87
2 62 93
2 63 84
2 64 54
2 65 87
2 66 78
2 67 68
2 68 74
2 69 56
2 70 87
2 71 58
2 72 33
2 73 28
2 74 75
2 75 9
2 76 10
2 77 62
2 78 77
2 79 55
2 80 73
2 81 79
2 82 11
2 83 76
2 84 82
2 85 22
2 86 8
2 87 68
2 88 30
2 89 34
2 90 67
2 91 1
2 92 57
2 93 17
2 94 14
2 95 39
2 96 40
2 97 87
2 98 25
2 99 21
2 100 32
3 4 74
3 5 81
3 6 14
3 7 21
3 8 12
3 9 20
3 10 19
3 11 63
3 12 1
3 13 92
3 14 33
3 15 43
3 16 32
3 17 38
3 18 84
3 19 41
3 20 84
3 21 35
3 22 20
3 23 70
3 24 2
3 25 96
3 26 9
3 27 24
3 28 23
3 29 86
3 30 55
3 31 58
3 32 55
3 33 47
3 34 85
3 35 92
3 36 58
3 37 44
3 38 41
3 39 11
3 40 68
3 41 29
3 42 81
3 43 42
3 44 31
3 45 74
3 46 51
3 47 40
3 48 57
3 49 89
3 50 92
3 51 59
3 52 63
3 53 56
3 54 86
3 55 45
3 56 98
3 57 56
3 58 34
3 59 89
3 60 90
3 61 76
3 62 7
3 63 91
3 64 7
3 65 7
3 66 94
3 67 80
3 68 20
3 69 99
3 70 94
3 71 19
3 72 66
3 73 43
3 74 82
3 75 67
3 76 94
3 77 38
3 78 10
3 79 57
3 80 30
3 81 24
3 82 30
3 83 53
3 84 90
3 85 60
3 86 76
3 87 75
3 88 86
3 89 59
3 90 57
3 91 84
3 92 26
3 93 95
3 94 16
3 95 37
3 96 72
3 97 1
3 98 94
3 99 81
3 100 21
4 5 63
4 6 65
4 7 94
4 8 33
4 9 72
4 10 80
4 11 15
4 12 42
4 13 25
4 14 44
4 15 25
4 16 72
4 17 4
4 18 96
4 19 36
4 20 33
4 21 64
4 22 62
4 23 98
4 24 59
4 25 93
4 26 41
4 27 29
4 28 5
4 29 64
4 30 21
4 31 31
4 32 45
4 33 57
4 34 63
4 35 61
4 36 30
4 37 51
4 38 6
4 39 4
4 40 68
4 41 51
4 42 97
4 43 79
4 44 13
4 45 18
4 46 95
4 47 25
4 48 49
4 49 51
4 50 96
4 51 35
4 52 58
4 53 75
4 54 29
4 55 42
4 56 36
4 57 94
4 58 74
4 59 68
4 60 13
4 61 39
4 62 67
4 63 96
4 64 13
4 65 50
4 66 78
4 67 6
4 68 98
4 69 3
4 70 69
4 71 52
4 72 30
4 73 74
4 74 17
4 75 88
4 76 25
4 77 7
4 78 86
4 79 88
4 80 19
4 81 25
4 82 3
4 83 94
4 84 8
4 85 6
4 86 66
4 87 28
4 88 45
4 89 23
4 90 38
4 91 95
4 92 85
4 93 92
4 94 32
4 95 86
4 96 36
4 97 3
4 98 12
4 99 58
4 100 21
5 6 89
5 7 78
5 8 54
5 9 51
5 10 45
5 11 72
5 12 48
5 13 33
5 14 82
5 15 13
5 16 47
5 17 69
5 18 77
5 19 38
5 20 16
5 21 49
5 22 68
5 23 96
5 24 33
5 25 1
5 26 31
5 27 83
5 28 45
5 29 23
5 30 46
5 31 89
5 32 35
5 33 23
5 34 96
5 35 95
5 36 54
5 37 52
5 38 92
5 39 85
5 40 79
5 41 14
5 42 15
5 43 84
5 44 17
5 45 92
5 46 15
5 47 68
5 48 53
5 49 44
5 50 45
5 51 58
5 52 5
5 53 81
5 54 90
5 55 48
5 56 64
5 57 20
5 58 73
5 59 27
5 60 37
5 61 26
5 62 74
5 63 15
5 64 67
5 65 87
5 66 46
5 67 31
5 68 20
5 69 6
5 70 11
5 71 6
5 72 42
5 73 45
5 74 89
5 75 0
5 76 3
5 77 9
5 78 12
5 79 56
5 80 4
5 81 13
5 82 73
5 83 32
5 84 70
5 85 68
5 86 49
5 87 47
5 88 45
5 89 57
5 90 85
5 91 0
5 92 64
5 93 72
5 94 70
5 95 89
5 96 99
5 97 45
5 98 74
5 99 82
5 100 54
6 7 46
6 8 66
6 9 65
6 10 15
6 11 56
6 12 47
6 13 88
6 14 66
6 15 88
6 16 71
6 17 14
6 18 34
6 19 69
6 20 56
6 21 9
6 22 71
6 23 72
6 24 19
6 25 44
6 26 78
6 27 33
6 28 0
6 29 93
6 30 91
6 31 53
6 32 20
6 33 45
6 34 11
6 35 17
6 36 5
6 37 64
6 38 42
6 39 17
6 40 87
6 41 55
6 42 60
6 43 24
6 44 73
6 45 39
6 46 78
6 47 91
6 48 86
6 49 10
6 50 36
6 51 24
6 52 68
6 53 27
6 54 70
6 55 79
6 56 35
6 57 31
6 58 62
6 59 12
6 60 48
6 61 9
6 62 14
6 63 43
6 64 71
6 65 49
6 66 59
6 67 90
6 68 40
6 69 64
6 70 85
6 71 48
6 72 80
6 73 97
6 74 96
6 75 13
6 76 32
6 77 81
6 78 78
6 79 28
6 80 9
6 81 23
6 82 45
6 83 81
6 84 69
6 85 97
6 86 0
6 87 83
6 88 0
6 89 66
6 90 39
6 91 2
6 92 79
6 93 61
6 94 8
6 95 72
6 96 18
6 97 11
6 98 84
6 99 6
6 100 10
7 8 44
7 9 3
7 10 86
7 11 98
7 12 78
7 13 75
7 14 65
7 15 3
7 16 94
7 17 83
7 18 56
7 19 73
7 20 94
7 21 62
7 22 67
7 23 36
7 24 41
7 25 80
7 26 49
7 27 2
7 28 24
7 29 62
7 30 28
7 31 3
7 32 34
7 33 24
7 34 41
7 35 1
7 36 9
7 37 73
7 38 21
7 39 81
7 40 82
7 41 6
7 42 73
7 43 34
7 44 25
7 45 35
7 46 7
7 47 10
7 48 13
7 49 99
7 50 24
7 51 43
7 52 6
7 53 95
7 54 97
7 55 32
7 56 29
7 57 20
7 58 78
