20 190
1 2 1
1 3 18
1 4 8
1 5 6
1 6 3
1 7 3
1 8 19
1 9 10
1 10 10
1 11 4
1 12 0
1 13 11
1 14 14
1 15 12
1 16 9
1 17 7
1 18 6
1 19 2
1 20 0
2 3 4
2 4 1
2 5 19
2 6 2
2 7 9
2 8 18
2 9 16
2 10 19
2 11 11
2 12 3
2 13 6
2 14 0
2 15 6
2 16 16
2 17 9
2 18 3
2 19 13
2 20 5
3 4 16
3 5 5
3 6 15
3 7 19
3 8 8
3 9 12
3 10 16
3 11 7
3 12 18
3 13 8
3 14 8
3 15 13
3 16 12
3 17 11
3 18 5
3 19 13
3 20 7
4 5 2
4 6 18
4 7 16
4 8 2
4 9 11
4 10 16
4 11 15
4 12 10
4 13 1
4 14 5
4 15 4
4 16 8
4 17 17
4 18 11
4 19 16
4 20 16
5 6 7
5 7 19
5 8 7
5 9 8
5 10 15
5 11 17
5 12 13
5 13 1
5 14 7
5 15 4
5 16 1
5 17 10
5 18 17
5 19 13
5 20 12
6 7 12
6 8 19
6 9 9
6 10 16
6 11 10
6 12 15
6 13 10
6 14 16
6 15 0
6 16 2
6 17 3
6 18 6
6 19 6
6 20 7
7 8 17
7 9 7
7 10 13
7 11 9
7 12 6
7 13 3
7 14 7
7 15 8
7 16 16
7 17 10
7 18 18
7 19 10
7 20 9
8 9 3
8 10 8
8 11 12
8 12 6
8 13 7
8 14 6
8 15 15
8 16 15
8 17 0
8 18 10
8 19 10
8 20 14
9 10 17
9 11 13
9 12 11
9 13 19
9 14 6
9 15 11
9 16 13
9 17 9
9 18 12
9 19 1
9 20 4
10 11 2
10 12 11
10 13 14
10 14 8
10 15 4
10 16 15
10 17 14
10 18 19
10 19 10
10 20 10
11 12 0
11 13 0
11 14 6
11 15 19
11 16 0
11 17 16
11 18 11
11 19 0
11 20 15
12 13 6
12 14 10
12 15 15
12 16 3
12 17 9
12 18 7
12 19 9
12 20 9
13 14 17
13 15 11
13 16 15
13 17 11
13 18 9
13 19 18
13 20 12
14 15 17
14 16 18
14 17 13
14 18 16
14 19 19
14 20 8
15 16 9
15 17 9
15 18 16
15 19 5
15 20 8
16 17 19
16 18 5
16 19 7
16 20 3
17 18 10
17 19 15
17 20 10
18 19 8
18 20 3
19 20 3
