60 1770
1 2 2
1 3 34
1 4 39
1 5 34
1 6 58
1 7 20
1 8 8
1 9 20
1 10 12
1 11 37
1 12 42
1 13 54
1 14 19
1 15 22
1 16 3
1 17 26
1 18 16
1 19 22
1 20 12
1 21 24
1 22 8
1 23 27
1 24 32
1 25 40
1 26 19
1 27 45
1 28 59
1 29 25
1 30 38
1 31 32
1 32 29
1 33 26
1 34 30
1 35 47
1 36 8
1 37 9
1 38 59
1 39 10
1 40 53
1 41 50
1 42 21
1 43 39
1 44 10
1 45 12
1 46 40
1 47 51
1 48 13
1 49 2
1 50 50
1 51 29
1 52 51
1 53 51
1 54 59
1 55 7
1 56 21
1 57 36
1 58 36
1 59 52
1 60 13
2 3 51
2 4 41
2 5 46
2 6 44
2 7 6
2 8 35
2 9 0
2 10 21
2 11 8
2 12 56
2 13 11
2 14 6
2 15 28
2 16 58
2 17 15
2 18 28
2 19 23
2 20 48
2 21 54
2 22 14
2 23 47
2 24 45
2 25 49
2 26 59
2 27 1
2 28 37
2 29 19
2 30 6
2 31 58
2 32 2
2 33 13
2 34 44
2 35 5
2 36 41
2 37 41
2 38 25
2 39 32
2 40 11
2 41 0
2 42 46
2 43 0
2 44 47
2 45 57
2 46 44
2 47 39
2 48 29
2 49 30
2 50 45
2 51 20
2 52 16
2 53 39
2 54 22
2 55 59
2 56 29
2 57 0
2 58 32
2 59 6
2 60 54
3 4 11
3 5 3
3 6 58
3 7 1
3 8 27
3 9 9
3 10 58
3 11 57
3 12 4
3 13 23
3 14 24
3 15 40
3 16 36
3 17 58
3 18 25
3 19 12
3 20 7
3 21 56
3 22 0
3 23 22
3 24 55
3 25 57
3 26 33
3 27 22
3 28 33
3 29 24
3 30 43
3 31 29
3 32 42
3 33 44
3 34 0
3 35 42
3 36 12
3 37 19
3 38 0
3 39 45
3 40 30
3 41 20
3 42 50
3 43 51
3 44 39
3 45 29
3 46 55
3 47 11
3 48 22
3 49 22
3 50 19
3 51 17
3 52 9
3 53 1
3 54 40
3 55 26
3 56 41
3 57 29
3 58 37
3 59 54
3 60 30
4 5 13
4 6 52
4 7 6
4 8 23
4 9 48
4 10 33
4 11 27
4 12 33
4 13 7
4 14 41
4 15 6
4 16 51
4 17 36
4 18 48
4 19 42
4 20 44
4 21 41
4 22 19
4 23 37
4 24 37
4 25 5
4 26 2
4 27 52
4 28 15
4 29 57
4 30 11
4 31 29
4 32 27
4 33 5
4 34 12
4 35 9
4 36 53
4 37 3
4 38 53
4 39 57
4 40 27
4 41 40
4 42 53
4 43 37
4 44 51
4 45 22
4 46 59
4 47 48
4 48 44
4 49 19
4 50 24
4 51 36
4 52 33
4 53 4
4 54 23
4 55 35
4 56 6
4 57 3
4 58 29
4 59 2
4 60 13
5 6 53
5 7 48
5 8 47
5 9 48
5 10 48
5 11 38
5 12 28
5 13 24
5 14 21
5 15 39
5 16 7
5 17 48
5 18 13
5 19 0
5 20 38
5 21 0
5 22 54
5 23 44
5 24 58
5 25 15
5 26 55
5 27 32
5 28 35
5 29 4
5 30 58
5 31 38
5 32 30
5 33 55
5 34 53
5 35 32
