90 4005
1 2 25
1 3 69
1 4 39
1 5 10
1 6 29
1 7 18
1 8 71
1 9 82
1 10 35
1 11 46
1 12 32
1 13 75
1 14 41
1 15 33
1 16 85
1 17 59
1 18 89
1 19 23
1 20 18
1 21 59
1 22 7
1 23 0
1 24 10
1 25 26
1 26 7
1 27 42
1 28 38
1 29 78
1 30 70
1 31 30
1 32 82
1 33 51
1 34 30
1 35 11
1 36 47
1 37 70
1 38 62
1 39 36
1 40 55
1 41 23
1 42 43
1 43 51
1 44 27
1 45 23
1 46 56
1 47 27
1 48 57
1 49 26
1 50 63
1 51 40
1 52 66
1 53 70
1 54 74
1 55 49
1 56 69
1 57 18
1 58 23
1 59 77
1 60 70
1 61 53
1 62 37
1 63 23
1 64 25
1 65 30
1 66 87
1 67 26
1 68 74
1 69 6
1 70 3
1 71 81
1 72 70
1 73 63
1 74 29
1 75 0
1 76 6
1 77 64
1 78 16
1 79 7
1 80 52
1 81 14
1 82 66
1 83 82
1 84 5
1 85 13
1 86 38
1 87 76
1 88 8
1 89 85
1 90 89
2 3 68
2 4 28
2 5 26
2 6 35
2 7 89
2 8 11
2 9 58
2 10 70
2 11 39
2 12 25
2 13 44
2 14 13
2 15 77
2 16 2
2 17 3
2 18 73
2 19 56
2 20 89
2 21 82
2 22 32
2 23 65
2 24 76
2 25 36
2 26 19
2 27 20
2 28 88
2 29 7
2 30 57
2 31 63
2 32 44
2 33 32
2 34 32
2 35 52
2 36 83
2 37 17
2 38 1
2 39 65
2 40 49
2 41 24
2 42 71
2 43 37
2 44 32
2 45 0
2 46 47
2 47 51
2 48 16
2 49 5
2 50 50
2 51 12
2 52 6
2 53 45
2 54 13
2 55 70
2 56 50
2 57 11
2 58 7
2 59 73
2 60 46
2 61 51
2 62 89
2 63 49
2 64 88
2 65 50
2 66 32
2 67 29
2 68 89
2 69 72
2 70 85
2 71 23
2 72 43
2 73 4
2 74 20
2 75 76
2 76 11
2 77 77
2 78 74
2 79 12
2 80 67
2 81 15
2 82 62
2 83 56
2 84 43
2 85 21
2 86 63
2 87 74
2 88 5
2 89 24
2 90 84
3 4 29
3 5 35
3 6 1
3 7 40
3 8 7
3 9 37
3 10 56
3 11 28
3 12 1
3 13 49
3 14 12
3 15 0
3 16 56
3 17 55
3 18 88
3 19 19
3 20 15
3 21 40
3 22 57
3 23 61
3 24 57
3 25 16
3 26 2
3 27 7
3 28 12
3 29 48
3 30 2
3 31 48
3 32 45
3 33 29
3 34 20
3 35 2
3 36 84
3 37 23
3 38 65
3 39 35
3 40 48
3 41 24
3 42 3
3 43 53
3 44 5
3 45 67
3 46 70
3 47 39
3 48 82
3 49 63
3 50 56
3 51 17
3 52 58
3 53 47
3 54 47
3 55 24
3 56 36
3 57 3
3 58 26
3 59 24
3 60 22
3 61 38
3 62 10
3 63 35
3 64 25
3 65 83
3 66 9
3 67 62
3 68 50
3 69 19
3 70 14
3 71 47
3 72 44
3 73 38
3 74 89
3 75 61
3 76 1
3 77 58
3 78 56
3 79 10
3 80 42
3 81 78
3 82 7
3 83 80
3 84 89
3 85 85
3 86 26
3 87 45
3 88 28
3 89 57
3 90 64
4 5 72
4 6 4
4 7 85
4 8 34
4 9 43
4 10 69
4 11 44
4 12 42
4 13 56
4 14 18
4 15 79
4 16 72
4 17 6
4 18 61
4 19 82
4 20 78
4 21 43
4 22 57
4 23 50
4 24 16
4 25 7
4 26 14
4 27 82
4 28 56
4 29 30
4 30 48
4 31 22
4 32 66
4 33 60
4 34 37
4 35 77
4 36 5
4 37 1
4 38 30
4 39 53
4 40 72
4 41 81
4 42 19
4 43 83
4 44 80
4 45 64
4 46 34
4 47 88
4 48 26
4 49 44
4 50 68
4 51 2
4 52 12
4 53 15
4 54 72
4 55 60
4 56 35
4 57 58
4 58 0
4 59 16
4 60 67
4 61 72
4 62 81
4 63 47
4 64 47
4 65 46
4 66 68
4 67 6
4 68 73
4 69 86
4 70 1
4 71 27
4 72 70
4 73 31
4 74 16
4 75 62
4 76 61
4 77 40
4 78 6
4 79 0
4 80 15
4 81 81
4 82 51
4 83 14
4 84 35
4 85 66
4 86 55
4 87 88
4 88 68
4 89 69
4 90 84
5 6 71
5 7 79
5 8 34
5 9 22
5 10 35
5 11 25
5 12 83
5 13 77
5 14 37
5 15 65
5 16 59
5 17 81
5 18 89
5 19 86
5 20 36
5 21 20
5 22 73
5 23 44
5 24 71
5 25 89
5 26 14
5 27 64
5 28 50
5 29 40
5 30 51
5 31 19
5 32 54
5 33 23
5 34 62
5 35 41
5 36 39
5 37 41
5 38 66
5 39 22
5 40 0
5 41 40
5 42 50
5 43 28
5 44 66
5 45 33
5 46 63
5 47 85
5 48 13
5 49 7
5 50 31
5 51 43
5 52 81
5 53 36
5 54 82
5 55 47
5 56 59
5 57 20
5 58 62
5 59 1
5 60 34
5 61 43
5 62 62
5 63 87
5 64 47
5 65 67
5 66 66
5 67 2
5 68 83
5 69 82
5 70 56
5 71 86
5 72 12
5 73 31
5 74 30
5 75 13
5 76 83
5 77 79
5 78 76
5 79 74
5 80 11
5 81 72
5 82 40
5 83 80
5 84 14
5 85 53
5 86 47
5 87 65
5 88 39
5 89 87
5 90 66
