80 3160
1 2 47
1 3 47
1 4 53
1 5 43
1 6 29
1 7 47
1 8 4
1 9 15
1 10 45
1 11 43
1 12 67
1 13 8
1 14 59
1 15 64
1 16 30
1 17 69
1 18 74
1 19 53
1 20 51
1 21 53
1 22 33
1 23 1
1 24 11
1 25 52
1 26 4
1 27 60
1 28 37
1 29 6
1 30 48
1 31 39
1 32 37
1 33 61
1 34 16
1 35 10
1 36 32
1 37 18
1 38 53
1 39 46
1 40 6
1 41 56
1 42 49
1 43 5
1 44 8
1 45 30
1 46 52
1 47 45
1 48 23
1 49 77
1 50 47
1 51 79
1 52 72
1 53 30
1 54 59
1 55 19
1 56 21
1 57 28
1 58 6
1 59 74
1 60 31
1 61 59
1 62 50
1 63 71
1 64 34
1 65 1
1 66 13
1 67 76
1 68 7
1 69 59
1 70 53
1 71 37
1 72 65
1 73 52
1 74 17
1 75 26
1 76 51
1 77 70
1 78 50
1 79 9
1 80 40
2 3 53
2 4 62
2 5 55
2 6 18
2 7 57
2 8 67
2 9 16
2 10 42
2 11 64
2 12 40
2 13 30
2 14 45
2 15 55
2 16 44
2 17 74
2 18 69
2 19 41
2 20 63
2 21 75
2 22 9
2 23 68
2 24 16
2 25 36
2 26 75
2 27 40
2 28 63
2 29 75
2 30 3
2 31 46
2 32 22
2 33 21
2 34 39
2 35 24
2 36 79
2 37 78
2 38 43
2 39 49
2 40 26
2 41 35
2 42 32
2 43 24
2 44 74
2 45 52
2 46 4
2 47 74
2 48 43
2 49 8
2 50 4
2 51 32
2 52 78
2 53 49
2 54 63
2 55 48
2 56 68
2 57 6
2 58 26
2 59 22
2 60 44
2 61 35
2 62 1
2 63 46
2 64 61
2 65 39
2 66 43
2 67 50
2 68 14
2 69 28
2 70 44
2 71 76
2 72 37
2 73 52
2 74 56
2 75 73
2 76 47
2 77 35
2 78 32
2 79 63
2 80 2
3 4 73
3 5 33
3 6 52
3 7 62
3 8 41
3 9 60
3 10 25
3 11 50
3 12 77
3 13 29
3 14 34
3 15 63
3 16 20
3 17 60
3 18 20
3 19 20
3 20 60
3 21 72
3 22 0
3 23 16
3 24 61
3 25 16
3 26 8
3 27 48
3 28 73
3 29 43
3 30 19
3 31 35
3 32 36
3 33 62
3 34 14
3 35 38
3 36 29
3 37 48
3 38 43
3 39 17
3 40 57
3 41 76
3 42 52
3 43 28
3 44 21
3 45 49
3 46 8
3 47 14
3 48 2
3 49 59
3 50 22
3 51 29
3 52 24
3 53 68
3 54 34
3 55 77
3 56 42
3 57 8
3 58 50
3 59 58
3 60 15
3 61 40
3 62 69
3 63 72
3 64 45
3 65 29
3 66 70
3 67 61
3 68 66
3 69 60
3 70 5
3 71 75
3 72 28
3 73 62
3 74 55
3 75 40
3 76 70
3 77 5
3 78 47
3 79 41
3 80 5
4 5 22
4 6 26
4 7 41
4 8 18
4 9 22
4 10 32
4 11 70
4 12 62
4 13 69
4 14 18
4 15 43
4 16 19
4 17 28
4 18 44
4 19 78
4 20 49
4 21 5
4 22 46
4 23 54
4 24 73
4 25 33
4 26 47
4 27 39
4 28 32
4 29 77
4 30 46
4 31 58
4 32 35
4 33 46
4 34 22
4 35 65
4 36 55
4 37 43
4 38 21
4 39 37
4 40 7
4 41 73
4 42 11
4 43 49
4 44 18
4 45 17
4 46 25
4 47 21
4 48 9
4 49 27
4 50 26
4 51 33
4 52 21
4 53 14
4 54 53
4 55 40
4 56 62
4 57 79
4 58 48
4 59 26
4 60 32
4 61 70
4 62 2
4 63 0
4 64 7
4 65 43
4 66 66
4 67 49
4 68 27
