30 435
1 2 18
1 3 17
1 4 17
1 5 2
1 6 27
1 7 25
1 8 15
1 9 7
1 10 5
1 11 2
1 12 4
1 13 13
1 14 20
1 15 14
1 16 7
1 17 25
1 18 14
1 19 16
1 20 26
1 21 8
1 22 3
1 23 24
1 24 2
1 25 22
1 26 18
1 27 10
1 28 15
1 29 10
1 30 8
2 3 25
2 4 10
2 5 15
2 6 13
2 7 0
2 8 2
2 9 11
2 10 20
2 11 4
2 12 27
2 13 23
2 14 5
2 15 17
2 16 4
2 17 14
2 18 12
2 19 23
2 20 4
2 21 17
2 22 7
2 23 11
2 24 25
2 25 15
2 26 28
2 27 3
2 28 28
2 29 21
2 30 14
3 4 0
3 5 0
3 6 26
3 7 28
3 8 7
3 9 18
3 10 14
3 11 22
3 12 7
3 13 21
3 14 7
3 15 12
3 16 6
3 17 21
3 18 21
3 19 27
3 20 8
3 21 25
3 22 7
3 23 7
3 24 19
3 25 8
3 26 7
3 27 15
3 28 3
3 29 16
3 30 16
4 5 29
4 6 5
4 7 18
4 8 13
4 9 13
4 10 13
4 11 14
4 12 8
4 13 12
4 14 21
4 15 19
4 16 14
4 17 12
4 18 8
4 19 17
4 20 19
4 21 26
4 22 9
4 23 17
4 24 5
4 25 28
4 26 23
4 27 15
4 28 4
4 29 25
4 30 16
5 6 21
5 7 19
5 8 25
5 9 14
5 10 3
5 11 10
5 12 12
5 13 10
5 14 20
5 15 20
5 16 27
5 17 7
5 18 11
5 19 28
5 20 11
5 21 8
5 22 18
5 23 3
5 24 28
5 25 12
5 26 15
5 27 8
5 28 2
5 29 3
5 30 22
6 7 24
6 8 7
6 9 26
6 10 18
6 11 13
6 12 18
6 13 12
6 14 0
6 15 14
6 16 2
6 17 4
6 18 7
6 19 5
6 20 19
6 21 22
6 22 27
6 23 2
6 24 13
6 25 20
6 26 26
6 27 2
6 28 6
6 29 25
6 30 24
7 8 23
7 9 22
7 10 21
7 11 22
7 12 22
7 13 21
7 14 11
7 15 11
7 16 10
7 17 7
7 18 17
7 19 25
7 20 20
7 21 11
7 22 8
7 23 21
7 24 12
7 25 3
7 26 15
7 27 18
7 28 14
7 29 24
7 30 13
8 9 11
8 10 23
8 11 24
8 12 27
8 13 28
8 14 22
8 15 8
8 16 19
8 17 18
8 18 15
8 19 14
8 20 4
8 21 23
8 22 10
8 23 2
8 24 24
8 25 22
8 26 16
8 27 19
8 28 13
8 29 21
8 30 21
9 10 8
9 11 16
9 12 20
9 13 26
9 14 16
9 15 15
9 16 21
9 17 24
9 18 26
9 19 2
9 20 27
9 21 23
9 22 6
9 23 5
9 24 15
9 25 23
9 26 3
9 27 29
9 28 29
9 29 17
9 30 22
10 11 14
10 12 27
10 13 23
10 14 6
10 15 0
10 16 4
10 17 18
10 18 9
10 19 18
10 20 23
10 21 24
10 22 20
10 23 19
10 24 9
10 25 22
10 26 2
10 27 5
10 28 18
10 29 20
10 30 29
11 12 0
11 13 7
11 14 19
11 15 2
11 16 22
11 17 29
11 18 4
11 19 0
11 20 6
11 21 20
11 22 4
11 23 10
11 24 23
11 25 16
11 26 10
11 27 19
11 28 26
11 29 13
11 30 16
12 13 11
12 14 22
12 15 6
12 16 26
12 17 18
12 18 18
12 19 1
12 20 3
12 21 25
12 22 28
12 23 25
12 24 7
12 25 16
12 26 18
12 27 18
12 28 9
12 29 13
12 30 13
13 14 12
13 15 9
13 16 8
13 17 19
13 18 15
13 19 21
13 20 13
13 21 16
13 22 27
13 23 16
13 24 12
13 25 19
13 26 24
13 27 13
13 28 2
13 29 23
13 30 14
14 15 5
14 16 22
14 17 13
14 18 7
14 19 26
14 20 13
14 21 17
14 22 5
14 23 14
14 24 27
14 25 15
14 26 1
14 27 17
14 28 9
14 29 20
14 30 0
15 16 1
15 17 12
15 18 16
15 19 14
15 20 25
15 21 21
15 22 24
15 23 2
15 24 22
15 25 12
15 26 16
15 27 0
15 28 20
15 29 13
15 30 7
16 17 17
16 18 17
16 19 13
16 20 17
16 21 26
16 22 0
16 23 16
16 24 9
16 25 1
16 26 9
16 27 27
16 28 29
16 29 22
16 30 19
17 18 24
17 19 13
17 20 21
17 21 2
17 22 15
17 23 26
17 24 19
17 25 24
17 26 7
17 27 13
17 28 3
17 29 27
17 30 5
18 19 10
18 20 21
18 21 21
18 22 19
18 23 9
18 24 27
18 25 10
18 26 12
18 27 9
18 28 17
18 29 26
18 30 2
19 20 13
19 21 20
19 22 10
19 23 19
19 24 3
19 25 0
19 26 18
19 27 6
19 28 20
19 29 25
19 30 2
20 21 14
20 22 14
20 23 14
20 24 23
20 25 6
20 26 10
20 27 1
20 28 22
20 29 19
20 30 23
21 22 8
21 23 9
21 24 6
21 25 14
21 26 4
21 27 19
21 28 8
21 29 5
21 30 22
22 23 11
22 24 9
22 25 23
22 26 27
22 27 2
22 28 14
22 29 0
22 30 3
23 24 2
23 25 23
23 26 26
23 27 17
23 28 6
23 29 21
23 30 8
24 25 29
24 26 22
24 27 15
24 28 23
24 29 25
24 30 4
25 26 18
25 27 13
25 28 17
25 29 28
25 30 23
26 27 28
26 28 12
26 29 16
26 30 19
27 28 4
27 29 2
27 30 1
28 29 0
28 30 0
29 30 7
