100 4950
1 2 45
1 3 11
1 4 65
1 5 29
1 6 38
1 7 40
1 8 56
1 9 38
1 10 90
1 11 75
1 12 20
1 13 80
1 14 65
1 15 25
1 16 12
1 17 43
1 18 41
1 19 67
1 20 49
1 21 14
1 22 67
1 23 45
1 24 3
1 25 43
1 26 3
1 27 6
1 28 92
1 29 26
1 30 61
1 31 79
1 32 93
1 33 44
1 34 6
1 35 17
1 36 28
1 37 70
1 38 59
1 39 30
1 40 22
1 41 1
1 42 82
1 43 45
1 44 95
1 45 0
1 46 68
1 47 10
1 48 6
1 49 81
1 50 11
1 51 98
1 52 1
1 53 32
1 54 25
1 55 53
1 56 56
1 57 12
1 58 8
1 59 92
1 60 78
1 61 75
1 62 25
1 63 23
1 64 34
1 65 36
1 66 5
1 67 22
1 68 84
1 69 58
1 70 4
1 71 14
1 72 57
1 73 51
1 74 84
1 75 43
1 76 56
1 77 98
1 78 51
1 79 71
1 80 60
1 81 61
1 82 87
1 83 14
1 84 84
1 85 29
1 86 36
1 87 11
1 88 78
1 89 73
1 90 62
1 91 67
1 92 62
1 93 89
1 94 87
1 95 89
1 96 66
1 97 71
1 98 28
1 99 86
1 100 4
2 3 9
2 4 48
2 5 97
2 6 0
2 7 94
2 8 63
2 9 4
2 10 39
2 11 22
2 12 99
2 13 21
2 14 84
2 15 86
2 16 54
2 17 34
2 18 12
2 19 6
2 20 48
2 21 46
2 22 86
2 23 83
2 24 39
2 25 39
2 26 23
2 27 85
2 28 63
2 29 16
2 30 22
2 31 63
2 32 87
2 33 54
2 34 38
2 35 46
2 36 0
2 37 11
2 38 69
2 39 22
2 40 54
2 41 91
2 42 97
2 43 7
2 44 52
2 45 76
2 46 87
2 47 29
2 48 50
2 49 93
2 50 9
2 51 40
2 52 96
2 53 93
2 54 21
2 55 24
2 56 99
2 57 81
2 58 28
2 59 11
2 60 95
2 61 93
2 62 84
2 63 31
2 64 40
2 65 13
2 66 12
2 67 78
2 68 94
2 69 42
2 70 90
2 71 56
2 72 43
2 73 87
2 74 66
2 75 40
2 76 12
2 77 55
2 78 2
2 79 54
2 80 39
2 81 33
2 82 42
2 83 36
2 84 10
2 85 38
2 86 41
2 87 15
2 88 41
2 89 16
2 90 34
2 91 46
2 92 2
2 93 8
2 94 78
2 95 56
2 96 55
2 97 59
2 98 73
2 99 94
2 100 82
3 4 49
3 5 37
3 6 74
3 7 43
3 8 38
3 9 93
3 10 41
3 11 48
3 12 68
3 13 93
3 14 45
3 15 51
3 16 84
3 17 50
3 18 23
3 19 91
3 20 72
3 21 65
3 22 13
3 23 64
3 24 19
3 25 78
3 26 24
3 27 45
3 28 59
3 29 25
3 30 28
3 31 36
3 32 21
3 33 79
3 34 60
3 35 4
3 36 75
3 37 31
3 38 26
3 39 46
3 40 75
3 41 57
3 42 13
3 43 81
3 44 24
3 45 85
3 46 75
3 47 27
3 48 58
3 49 88
3 50 55
3 51 67
3 52 84
3 53 9
3 54 55
3 55 3
3 56 79
3 57 40
3 58 82
3 59 74
3 60 32
3 61 44
3 62 10
3 63 98
3 64 64
3 65 32
3 66 98
3 67 74
3 68 83
3 69 23
3 70 26
3 71 46
3 72 27
3 73 1
3 74 13
3 75 88
3 76 85
3 77 86
3 78 97
3 79 30
3 80 56
3 81 60
3 82 80
3 83 45
3 84 9
3 85 62
3 86 36
3 87 41
3 88 9
3 89 82
3 90 83
3 91 74
3 92 50
3 93 21
3 94 48
3 95 4
3 96 51
3 97 86
3 98 48
3 99 70
3 100 51
4 5 99
4 6 90
4 7 87
4 8 47
4 9 37
4 10 45
4 11 86
4 12 82
4 13 12
4 14 43
4 15 36
4 16 59
4 17 75
4 18 10
4 19 17
4 20 88
4 21 5
4 22 12
4 23 23
4 24 48
4 25 26
4 26 5
4 27 17
4 28 82
4 29 25
4 30 10
4 31 44
4 32 42
4 33 6
4 34 47
4 35 95
4 36 18
4 37 80
4 38 10
4 39 75
4 40 97
4 41 7
4 42 88
4 43 78
4 44 66
4 45 31
4 46 35
4 47 86
4 48 67
4 49 64
4 50 60
4 51 30
4 52 29
4 53 8
4 54 12
4 55 10
4 56 52
4 57 49
4 58 33
4 59 74
4 60 64
4 61 81
4 62 55
4 63 35
4 64 41
4 65 77
4 66 52
4 67 68
4 68 18
4 69 49
4 70 21
4 71 6
4 72 51
4 73 42
4 74 42
4 75 32
4 76 17
4 77 3
4 78 38
4 79 55
4 80 88
4 81 88
4 82 37
4 83 60
4 84 76
4 85 97
4 86 25
4 87 27
4 88 29
4 89 28
4 90 79
4 91 98
4 92 8
4 93 55
4 94 26
4 95 57
4 96 12
4 97 48
4 98 56
4 99 59
4 100 57
5 6 26
5 7 25
5 8 52
5 9 3
5 10 20
5 11 7
5 12 37
5 13 47
5 14 62
5 15 16
5 16 94
5 17 47
5 18 97
5 19 72
5 20 15
5 21 94
5 22 47
5 23 26
5 24 28
5 25 53
5 26 29
5 27 35
5 28 1
5 29 7
5 30 26
5 31 67
5 32 9
5 33 50
5 34 68
5 35 57
5 36 17
5 37 77
5 38 76
5 39 58
5 40 27
5 41 40
5 42 41
5 43 91
5 44 75
5 45 6
5 46 99
5 47 35
5 48 55
5 49 58
5 50 74
5 51 3
5 52 54
5 53 45
5 54 20
5 55 69
5 56 24
5 57 44
5 58 87
5 59 36
5 60 35
5 61 56
5 62 53
5 63 49
5 64 6
5 65 90
5 66 28
5 67 60
5 68 72
5 69 76
5 70 18
5 71 4
5 72 65
5 73 66
5 74 78
5 75 63
5 76 48
5 77 62
5 78 60
5 79 73
5 80 6
5 81 79
5 82 19
5 83 22
5 84 54
5 85 30
5 86 49
5 87 24
5 88 90
5 89 3
5 90 22
5 91 89
5 92 75
5 93 90
5 94 60
5 95 32
5 96 33
5 97 81
5 98 25
5 99 7
5 100 79
6 7 7
6 8 83
6 9 7
6 10 85
6 11 6
6 12 95
6 13 33
6 14 53
6 15 29
6 16 28
6 17 20
6 18 70
6 19 30
6 20 88
6 21 58
6 22 95
6 23 75
6 24 45
6 25 14
6 26 15
6 27 70
6 28 50
6 29 52
6 30 57
6 31 43
6 32 55
6 33 77
6 34 85
6 35 32
6 36 88
6 37 27
6 38 81
6 39 84
6 40 37
6 41 31
6 42 34
6 43 22
6 44 30
6 45 12
6 46 63
6 47 97
6 48 17
6 49 78
6 50 63
6 51 56
6 52 85
6 53 17
6 54 82
6 55 4
6 56 15
6 57 80
6 58 43
6 59 40
6 60 85
6 61 68
6 62 43
6 63 20
6 64 22
6 65 45
6 66 86
6 67 71
6 68 95
6 69 11
6 70 26
6 71 6
6 72 99
6 73 58
6 74 56
6 75 94
6 76 58
6 77 54
6 78 17
6 79 13
6 80 22
6 81 4
6 82 8
6 83 91
6 84 40
6 85 50
6 86 57
6 87 5
6 88 48
6 89 42
6 90 44
6 91 67
6 92 24
6 93 30
6 94 33
6 95 83
6 96 62
6 97 98
6 98 53
6 99 31
6 100 95
7 8 48
7 9 40
7 10 25
7 11 60
7 12 63
7 13 32
7 14 63
7 15 42
7 16 45
7 17 74
7 18 45
7 19 55
7 20 60
7 21 18
7 22 74
7 23 93
7 24 45
