20 190
1 2 16
1 3 7
1 4 1
1 5 5
1 6 12
1 7 6
1 8 9
1 9 8
1 10 7
1 11 3
1 12 4
1 13 9
1 14 19
1 15 2
1 16 14
1 17 3
1 18 12
1 19 16
1 20 11
2 3 9
2 4 13
2 5 13
2 6 18
2 7 12
2 8 16
2 9 6
2 10 10
2 11 14
2 12 0
2 13 1
2 14 4
2 15 0
2 16 9
2 17 3
2 18 16
2 19 9
2 20 8
3 4 16
3 5 10
3 6 0
3 7 12
3 8 0
3 9 4
3 10 18
3 11 12
3 12 4
3 13 6
3 14 9
3 15 10
3 16 1
3 17 19
3 18 15
3 19 13
3 20 15
4 5 7
4 6 10
4 7 15
4 8 12
4 9 2
4 10 2
4 11 11
4 12 0
4 13 2
4 14 5
4 15 8
4 16 8
4 17 12
4 18 2
4 19 1
4 20 13
5 6 3
5 7 5
5 8 9
5 9 14
5 10 5
5 11 11
5 12 13
5 13 8
5 14 15
5 15 2
5 16 15
5 17 5
5 18 15
5 19 1
5 20 12
6 7 10
6 8 15
6 9 13
6 10 12
6 11 5
6 12 16
6 13 8
6 14 12
6 15 1
6 16 3
6 17 7
6 18 1
6 19 19
6 20 16
7 8 0
7 9 8
7 10 14
7 11 16
7 12 2
7 13 2
7 14 11
7 15 14
7 16 8
7 17 16
7 18 3
7 19 4
7 20 6
8 9 5
8 10 15
8 11 3
8 12 10
8 13 2
8 14 1
8 15 15
8 16 4
8 17 4
8 18 0
8 19 0
8 20 4
9 10 7
9 11 19
9 12 0
9 13 8
9 14 10
9 15 6
9 16 4
9 17 17
9 18 4
9 19 11
9 20 11
10 11 6
10 12 13
10 13 7
10 14 11
10 15 8
10 16 15
10 17 9
10 18 15
10 19 12
10 20 19
11 12 0
11 13 11
11 14 18
11 15 17
11 16 4
11 17 15
11 18 19
11 19 9
11 20 18
12 13 13
12 14 19
12 15 14
12 16 0
12 17 14
12 18 15
12 19 19
12 20 5
13 14 2
13 15 14
13 16 2
13 17 11
13 18 10
13 19 16
13 20 16
14 15 19
14 16 12
14 17 11
14 18 13
14 19 4
14 20 4
15 16 7
15 17 6
15 18 7
15 19 0
15 20 11
16 17 4
16 18 5
16 19 14
16 20 15
17 18 5
17 19 15
17 20 15
18 19 14
18 20 16
19 20 10
