20 190
1 2 2
1 3 4
1 4 9
1 5 7
1 6 18
1 7 5
1 8 9
1 9 18
1 10 9
1 11 0
1 12 4
1 13 17
1 14 7
1 15 3
1 16 18
1 17 9
1 18 3
1 19 7
1 20 5
2 3 16
2 4 6
2 5 2
2 6 13
2 7 3
2 8 8
2 9 9
2 10 6
2 11 11
2 12 8
2 13 0
2 14 15
2 15 9
2 16 2
2 17 6
2 18 14
2 19 8
2 20 8
3 4 7
3 5 15
3 6 17
3 7 6
3 8 0
3 9 17
3 10 10
3 11 2
3 12 6
3 13 19
3 14 12
3 15 14
3 16 12
3 17 16
3 18 5
3 19 14
3 20 10
4 5 7
4 6 3
4 7 18
4 8 10
4 9 16
4 10 13
4 11 18
4 12 13
4 13 16
4 14 2
4 15 15
4 16 0
4 17 10
4 18 16
4 19 6
4 20 16
5 6 15
5 7 16
5 8 18
5 9 6
5 10 5
5 11 2
5 12 15
5 13 15
5 14 14
5 15 18
5 16 8
5 17 7
5 18 9
5 19 13
5 20 4
6 7 10
6 8 18
6 9 16
6 10 18
6 11 15
6 12 1
6 13 6
6 14 1
6 15 18
6 16 14
6 17 15
6 18 9
6 19 12
6 20 14
7 8 4
7 9 1
7 10 4
7 11 8
7 12 2
7 13 11
7 14 4
7 15 18
7 16 17
7 17 19
7 18 10
7 19 12
7 20 9
8 9 12
8 10 7
8 11 2
8 12 12
8 13 3
8 14 13
8 15 2
8 16 10
8 17 16
8 18 0
8 19 11
8 20 8
9 10 7
9 11 7
9 12 16
9 13 11
9 14 10
9 15 4
9 16 4
9 17 13
9 18 16
9 19 14
9 20 14
10 11 8
10 12 9
10 13 6
10 14 6
10 15 18
10 16 7
10 17 3
10 18 2
10 19 11
10 20 0
11 12 19
11 13 18
11 14 1
11 15 17
11 16 2
11 17 1
11 18 17
11 19 0
11 20 10
12 13 9
12 14 7
12 15 3
12 16 18
12 17 10
12 18 10
12 19 7
12 20 14
13 14 1
13 15 1
13 16 18
13 17 10
13 18 0
13 19 19
13 20 3
14 15 17
14 16 18
14 17 11
14 18 14
14 19 7
14 20 4
15 16 17
15 17 17
15 18 1
15 19 5
15 20 5
16 17 2
16 18 8
16 19 4
16 20 18
17 18 1
17 19 7
17 20 5
18 19 3
18 20 14
19 20 13
