30 435
1 2 6
1 3 7
1 4 20
1 5 12
1 6 25
1 7 12
1 8 25
1 9 23
1 10 1
1 11 28
1 12 27
1 13 5
1 14 17
1 15 22
1 16 2
1 17 3
1 18 10
1 19 23
1 20 28
1 21 12
1 22 20
1 23 4
1 24 8
1 25 27
1 26 20
1 27 21
1 28 0
1 29 10
1 30 13
2 3 3
2 4 25
2 5 7
2 6 2
2 7 13
2 8 23
2 9 19
2 10 28
2 11 14
2 12 16
2 13 12
2 14 11
2 15 18
2 16 28
2 17 8
2 18 21
2 19 21
2 20 16
2 21 28
2 22 16
2 23 10
2 24 4
2 25 13
2 26 7
2 27 1
2 28 15
2 29 23
2 30 22
3 4 8
3 5 22
3 6 28
3 7 28
3 8 12
3 9 11
3 10 26
3 11 10
3 12 23
3 13 19
3 14 26
3 15 4
3 16 11
3 17 11
3 18 29
3 19 5
3 20 14
3 21 21
3 22 8
3 23 3
3 24 23
3 25 20
3 26 24
3 27 5
3 28 20
3 29 5
3 30 1
4 5 4
4 6 26
4 7 20
4 8 1
4 9 18
4 10 26
4 11 14
4 12 18
4 13 5
4 14 24
4 15 15
4 16 19
4 17 20
4 18 18
4 19 12
4 20 19
4 21 20
4 22 7
4 23 6
4 24 25
4 25 23
4 26 22
4 27 28
4 28 23
4 29 26
4 30 19
5 6 9
5 7 10
5 8 11
5 9 14
5 10 23
5 11 5
5 12 1
5 13 3
5 14 4
5 15 3
5 16 26
5 17 16
5 18 21
5 19 13
5 20 8
5 21 2
5 22 28
5 23 18
5 24 21
5 25 3
5 26 7
5 27 15
5 28 6
5 29 26
5 30 27
6 7 23
6 8 24
6 9 11
6 10 17
6 11 0
6 12 19
6 13 20
6 14 16
6 15 11
6 16 16
6 17 5
6 18 16
6 19 23
6 20 20
6 21 26
6 22 24
6 23 15
6 24 4
6 25 16
6 26 6
6 27 2
6 28 16
6 29 2
6 30 2
7 8 19
7 9 29
7 10 9
7 11 7
7 12 4
7 13 22
7 14 19
7 15 22
7 16 2
7 17 22
7 18 20
7 19 16
7 20 23
7 21 16
7 22 25
7 23 4
7 24 24
7 25 11
7 26 27
7 27 17
7 28 26
7 29 4
7 30 12
8 9 17
8 10 5
8 11 24
8 12 21
8 13 26
8 14 19
8 15 6
8 16 16
8 17 7
8 18 9
8 19 24
8 20 6
8 21 9
8 22 6
8 23 14
8 24 13
8 25 2
8 26 20
8 27 19
8 28 27
8 29 29
8 30 19
9 10 3
9 11 28
9 12 18
9 13 4
9 14 27
9 15 17
9 16 2
9 17 13
9 18 23
9 19 22
9 20 9
9 21 26
9 22 17
9 23 17
9 24 20
9 25 15
9 26 13
9 27 8
9 28 26
9 29 22
9 30 6
10 11 11
10 12 7
10 13 20
10 14 25
10 15 19
10 16 11
10 17 14
10 18 16
10 19 4
10 20 9
10 21 28
10 22 5
10 23 13
10 24 6
10 25 21
10 26 25
10 27 20
10 28 19
10 29 12
10 30 22
11 12 4
11 13 23
11 14 14
11 15 20
11 16 10
11 17 19
11 18 17
11 19 5
11 20 7
11 21 3
11 22 15
11 23 17
11 24 26
11 25 25
11 26 15
11 27 23
11 28 7
11 29 5
11 30 10
12 13 29
12 14 3
12 15 24
12 16 16
12 17 1
12 18 12
12 19 23
12 20 10
12 21 17
12 22 0
12 23 5
12 24 12
12 25 7
12 26 10
12 27 14
12 28 19
12 29 15
12 30 18
13 14 25
13 15 9
13 16 10
13 17 20
13 18 17
13 19 1
13 20 12
13 21 9
13 22 26
13 23 10
13 24 29
13 25 10
13 26 21
13 27 15
13 28 19
13 29 28
13 30 13
14 15 0
14 16 16
14 17 17
14 18 28
14 19 23
14 20 27
14 21 21
14 22 11
14 23 19
14 24 13
14 25 19
14 26 25
14 27 17
14 28 8
14 29 23
14 30 22
15 16 7
15 17 6
15 18 0
15 19 2
15 20 0
15 21 18
15 22 5
15 23 6
15 24 22
15 25 4
15 26 9
15 27 13
15 28 17
15 29 23
15 30 6
16 17 21
16 18 12
16 19 26
16 20 2
16 21 3
16 22 15
16 23 14
16 24 21
16 25 8
16 26 16
16 27 2
16 28 12
16 29 8
16 30 24
17 18 23
17 19 27
17 20 11
17 21 16
17 22 24
17 23 20
17 24 7
17 25 12
17 26 21
17 27 23
17 28 12
17 29 2
17 30 11
18 19 27
18 20 7
18 21 5
18 22 25
18 23 21
18 24 25
18 25 13
18 26 29
18 27 20
18 28 6
18 29 27
18 30 18
19 20 2
19 21 29
19 22 1
19 23 16
19 24 14
19 25 13
19 26 1
19 27 24
19 28 7
19 29 25
19 30 17
20 21 25
20 22 6
20 23 11
20 24 7
20 25 7
20 26 23
20 27 2
20 28 29
20 29 14
20 30 16
21 22 6
21 23 7
21 24 17
21 25 20
21 26 24
21 27 13
21 28 20
21 29 24
21 30 17
22 23 27
22 24 1
22 25 8
22 26 8
22 27 19
22 28 7
22 29 27
22 30 25
23 24 22
23 25 15
23 26 13
23 27 14
23 28 20
23 29 5
23 30 17
24 25 8
24 26 19
24 27 11
24 28 10
24 29 3
24 30 24
25 26 5
25 27 29
25 28 21
25 29 19
25 30 24
26 27 16
26 28 3
26 29 1
26 30 26
27 28 21
27 29 20
27 30 25
28 29 9
28 30 16
29 30 15
