90 4005
1 2 24
1 3 73
1 4 14
1 5 89
1 6 50
1 7 40
1 8 89
1 9 85
1 10 46
1 11 40
1 12 84
1 13 82
1 14 89
1 15 85
1 16 87
1 17 71
1 18 12
1 19 86
1 20 49
1 21 7
1 22 78
1 23 49
1 24 36
1 25 22
1 26 13
1 27 67
1 28 29
1 29 37
1 30 9
1 31 35
1 32 38
1 33 42
1 34 10
1 35 49
1 36 78
1 37 89
1 38 11
1 39 45
1 40 48
1 41 48
1 42 87
1 43 18
1 44 49
1 45 26
1 46 1
1 47 74
1 48 31
1 49 48
1 50 4
1 51 56
1 52 59
1 53 22
1 54 17
1 55 53
1 56 41
1 57 35
1 58 12
1 59 65
1 60 64
1 61 84
1 62 60
1 63 83
1 64 25
1 65 1
1 66 38
1 67 17
1 68 27
1 69 52
1 70 88
1 71 33
1 72 89
1 73 29
1 74 77
1 75 1
1 76 30
1 77 3
1 78 25
1 79 40
1 80 26
1 81 19
1 82 14
1 83 0
1 84 11
1 85 14
1 86 32
1 87 4
1 88 75
1 89 53
1 90 5
2 3 59
2 4 77
2 5 3
2 6 74
2 7 53
2 8 5
2 9 61
2 10 83
2 11 64
2 12 29
2 13 63
2 14 4
2 15 79
2 16 26
2 17 48
2 18 46
2 19 32
2 20 67
2 21 24
2 22 41
2 23 60
2 24 20
2 25 22
2 26 12
2 27 20
2 28 34
2 29 10
2 30 1
2 31 89
2 32 77
2 33 19
2 34 81
2 35 88
2 36 15
2 37 38
2 38 36
2 39 60
2 40 51
2 41 77
2 42 31
2 43 25
2 44 32
2 45 27
2 46 49
2 47 53
2 48 67
2 49 0
2 50 58
2 51 58
2 52 3
2 53 42
2 54 14
2 55 29
2 56 2
2 57 64
2 58 10
2 59 69
2 60 8
2 61 7
2 62 17
2 63 11
2 64 10
2 65 80
2 66 60
2 67 75
2 68 22
2 69 76
2 70 11
2 71 63
2 72 23
2 73 59
2 74 44
2 75 29
2 76 41
2 77 33
2 78 24
2 79 85
2 80 36
2 81 78
2 82 5
2 83 22
2 84 77
2 85 55
2 86 42
2 87 51
2 88 77
2 89 51
2 90 71
3 4 65
3 5 10
3 6 13
3 7 12
3 8 31
3 9 26
3 10 57
3 11 24
3 12 84
3 13 46
3 14 53
3 15 23
3 16 1
3 17 5
3 18 75
3 19 38
3 20 84
3 21 53
3 22 22
3 23 1
3 24 25
3 25 74
3 26 9
3 27 24
3 28 43
3 29 54
3 30 30
3 31 37
3 32 68
3 33 8
3 34 51
3 35 69
3 36 65
3 37 67
3 38 1
3 39 13
3 40 38
3 41 8
3 42 75
3 43 38
3 44 65
3 45 12
3 46 68
3 47 33
3 48 8
3 49 62
3 50 74
3 51 15
3 52 47
3 53 18
3 54 19
3 55 40
3 56 1
3 57 50
3 58 44
3 59 51
3 60 33
3 61 48
3 62 74
3 63 89
3 64 20
3 65 62
3 66 5
3 67 24
3 68 89
3 69 6
3 70 30
3 71 23
3 72 14
3 73 64
3 74 3
3 75 59
3 76 41
3 77 32
3 78 48
3 79 46
3 80 12
3 81 18
3 82 23
3 83 63
3 84 4
3 85 7
3 86 6
3 87 44
3 88 12
3 89 22
3 90 43
4 5 11
4 6 43
4 7 71
4 8 50
4 9 43
4 10 25
4 11 67
4 12 24
4 13 50
4 14 14
4 15 16
4 16 3
4 17 65
4 18 85
4 19 71
4 20 11
4 21 23
4 22 89
4 23 39
4 24 11
4 25 29
4 26 54
4 27 73
4 28 32
4 29 15
4 30 53
4 31 76
4 32 57
4 33 57
4 34 29
4 35 19
4 36 1
4 37 53
4 38 87
4 39 78
4 40 74
4 41 2
4 42 53
4 43 37
4 44 30
4 45 19
4 46 21
4 47 23
4 48 23
4 49 77
4 50 6
4 51 81
4 52 25
4 53 22
4 54 38
4 55 40
4 56 53
4 57 81
4 58 63
4 59 2
4 60 58
4 61 72
4 62 86
4 63 44
4 64 86
4 65 75
4 66 45
4 67 33
4 68 4
4 69 51
4 70 34
4 71 17
4 72 79
4 73 66
4 74 82
4 75 72
4 76 17
4 77 8
4 78 33
4 79 15
4 80 10
4 81 55
4 82 42
4 83 14
4 84 49
4 85 68
4 86 67
4 87 70
4 88 85
4 89 4
4 90 76
5 6 25
5 7 71
5 8 72
5 9 78
5 10 69
5 11 73
5 12 85
5 13 13
5 14 80
5 15 78
5 16 7
5 17 5
5 18 17
5 19 51
5 20 25
5 21 82
5 22 5
5 23 26
5 24 21
5 25 68
5 26 42
5 27 11
5 28 16
5 29 34
5 30 69
5 31 67
5 32 56
5 33 53
5 34 17
5 35 71
5 36 44
5 37 16
5 38 8
5 39 39
5 40 63
5 41 66
5 42 65
