60 1770
1 2 52
1 3 16
1 4 10
1 5 44
1 6 7
1 7 26
1 8 52
1 9 5
1 10 52
1 11 56
1 12 27
1 13 38
1 14 49
1 15 25
1 16 43
1 17 28
1 18 37
1 19 43
1 20 1
1 21 20
1 22 52
1 23 50
1 24 41
1 25 53
1 26 28
1 27 6
1 28 55
1 29 32
1 30 37
1 31 31
1 32 37
1 33 24
1 34 29
1 35 4
1 36 23
1 37 31
1 38 13
1 39 28
1 40 14
1 41 30
1 42 39
1 43 45
1 44 40
1 45 40
1 46 9
1 47 23
1 48 48
1 49 16
1 50 22
1 51 52
1 52 11
1 53 48
1 54 20
1 55 55
1 56 26
1 57 43
1 58 8
1 59 37
1 60 50
2 3 13
2 4 32
2 5 52
2 6 23
2 7 48
2 8 44
2 9 17
2 10 36
2 11 25
2 12 16
2 13 4
2 14 35
2 15 2
2 16 14
2 17 49
2 18 0
2 19 50
2 20 44
2 21 48
2 22 29
2 23 44
2 24 35
2 25 19
2 26 8
2 27 13
2 28 44
2 29 43
2 30 35
2 31 51
2 32 23
2 33 45
2 34 17
2 35 31
2 36 5
2 37 42
2 38 7
2 39 56
2 40 35
2 41 17
2 42 52
2 43 52
2 44 53
2 45 15
2 46 19
2 47 11
2 48 41
2 49 52
2 50 29
2 51 57
2 52 38
2 53 23
2 54 39
2 55 26
2 56 19
2 57 53
2 58 27
2 59 8
2 60 40
3 4 16
3 5 17
3 6 7
3 7 57
3 8 33
3 9 24
3 10 23
3 11 25
3 12 29
3 13 29
3 14 32
3 15 3
3 16 23
3 17 9
3 18 46
3 19 46
3 20 2
3 21 45
3 22 22
3 23 24
3 24 28
3 25 3
3 26 44
3 27 51
3 28 25
3 29 58
3 30 23
3 31 33
3 32 14
3 33 53
3 34 20
3 35 9
3 36 13
3 37 48
3 38 58
3 39 6
3 40 19
3 41 54
3 42 11
3 43 40
3 44 7
3 45 48
3 46 3
3 47 26
3 48 53
3 49 51
3 50 48
3 51 32
3 52 29
3 53 39
3 54 43
3 55 17
3 56 4
3 57 7
3 58 30
3 59 23
3 60 15
4 5 10
4 6 31
4 7 56
4 8 43
4 9 34
4 10 33
4 11 47
4 12 46
4 13 25
4 14 56
4 15 10
4 16 17
4 17 40
4 18 35
4 19 34
4 20 22
4 21 54
4 22 55
4 23 21
4 24 36
4 25 52
4 26 27
4 27 34
4 28 58
4 29 33
4 30 14
4 31 19
4 32 8
4 33 40
4 34 27
4 35 51
4 36 8
4 37 13
4 38 39
4 39 46
4 40 54
4 41 3
4 42 50
4 43 2
4 44 40
4 45 22
4 46 29
4 47 56
4 48 7
4 49 0
4 50 13
4 51 48
4 52 53
4 53 36
4 54 6
4 55 24
4 56 16
4 57 27
4 58 7
4 59 29
4 60 3
5 6 13
5 7 50
5 8 15
5 9 10
5 10 2
5 11 49
5 12 29
5 13 59
5 14 51
5 15 5
5 16 5
5 17 38
5 18 31
5 19 9
5 20 49
5 21 29
5 22 15
5 23 22
5 24 38
5 25 31
5 26 58
5 27 54
5 28 40
5 29 11
5 30 3
5 31 38
5 32 29
5 33 58
5 34 56
5 35 52
5 36 57
5 37 53
5 38 33
5 39 46
5 40 54
5 41 20
5 42 23
5 43 14
5 44 27
5 45 24
5 46 4
5 47 23
5 48 9
5 49 54
5 50 3
5 51 48
5 52 26
5 53 13
5 54 24
5 55 52
5 56 40
5 57 58
5 58 49
5 59 25
5 60 1
6 7 45
6 8 46
6 9 49
6 10 21
6 11 2
6 12 5
6 13 15
6 14 20
6 15 45
6 16 59
6 17 6
6 18 8
6 19 58
6 20 48
6 21 4
6 22 56
6 23 30
