20 190
1 2 0
1 3 19
1 4 17
1 5 1
1 6 3
1 7 6
1 8 8
1 9 0
1 10 8
1 11 6
1 12 14
1 13 6
1 14 11
1 15 13
1 16 19
1 17 12
1 18 3
1 19 11
1 20 7
2 3 5
2 4 6
2 5 14
2 6 4
2 7 16
2 8 3
2 9 5
2 10 11
2 11 17
2 12 18
2 13 10
2 14 13
2 15 1
2 16 13
2 17 6
2 18 17
2 19 3
2 20 18
3 4 2
3 5 5
3 6 3
3 7 15
3 8 0
3 9 7
3 10 6
3 11 19
3 12 0
3 13 14
3 14 8
3 15 8
3 16 8
3 17 14
3 18 8
3 19 14
3 20 16
4 5 17
4 6 9
4 7 17
4 8 18
4 9 4
4 10 17
4 11 11
4 12 12
4 13 18
4 14 8
4 15 11
4 16 11
4 17 10
4 18 2
4 19 0
4 20 3
5 6 5
5 7 13
5 8 7
5 9 4
5 10 1
5 11 2
5 12 17
5 13 10
5 14 3
5 15 7
5 16 0
5 17 10
5 18 18
5 19 5
5 20 6
6 7 16
6 8 19
6 9 6
6 10 13
6 11 2
6 12 8
6 13 8
6 14 6
6 15 5
6 16 1
6 17 8
6 18 9
6 19 3
6 20 17
7 8 3
7 9 2
7 10 14
7 11 11
7 12 7
7 13 18
7 14 2
7 15 19
7 16 1
7 17 8
7 18 2
7 19 8
7 20 7
8 9 11
8 10 8
8 11 11
8 12 7
8 13 0
8 14 8
8 15 3
8 16 16
8 17 12
8 18 2
8 19 14
8 20 15
9 10 9
9 11 11
9 12 14
9 13 15
9 14 5
9 15 17
9 16 9
9 17 10
9 18 7
9 19 11
9 20 3
10 11 0
10 12 3
10 13 3
10 14 4
10 15 18
10 16 1
10 17 0
10 18 5
10 19 13
10 20 15
11 12 8
11 13 10
11 14 7
11 15 2
11 16 18
11 17 7
11 18 0
11 19 18
11 20 8
12 13 14
12 14 14
12 15 6
12 16 14
12 17 6
12 18 11
12 19 7
12 20 9
13 14 5
13 15 8
13 16 2
13 17 5
13 18 17
13 19 6
13 20 14
14 15 2
14 16 13
14 17 15
14 18 10
14 19 7
14 20 3
15 16 1
15 17 3
15 18 10
15 19 15
15 20 19
16 17 7
16 18 17
16 19 19
16 20 11
17 18 2
17 19 13
17 20 6
18 19 19
18 20 3
19 20 8
